"KO","STN","Pvalue","30L1","30L2","30L3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef","30L1_log","30L2_log","30L3_log","30R1_log","30R2_log","30R3_log","mean_control","mean_treatment","mean_control_log","mean_treatment_log","log_fc","log_pval","Expression","category"
"K02519",-4.141325333,3.26797e-05,0,0,0,32.718,30.565,19.882,"Translation initiation factor IF-2","translation initiation factor IF-2","","","GO:0006413;GO:0003743;GO:0003924;GO:0005525","translational initiation;translation initiation factor activity;GTPase activity;GTP binding","translation initiation factor IF-2",0,0,0,5.07544706,4.980253846,4.384187989,27.72166667,0,4.813296298,0,-4.813296298,4.485721426,"Downregulated","Translation"
"K02520",-3.582401896,0.000178105,9.8554,7.2475,7.8086,39.455,34.932,35.346,"Translation initiation factor IF-3","translation initiation factor IF-3","","","GO:0006413;GO:0003743","translational initiation;translation initiation factor activity","translation initiation factor IF-3",3.440340982,3.043956873,3.138912742,5.338246117,5.167197334,5.183724694,36.57766667,8.303833333,5.229722715,3.207736866,-2.02198585,3.749324924,"Downregulated","Translation"
"K02634",-1.372722124,0.007781046,6.8988,0,2.9282,9.6231,12.226,13.255,"Cytochrome f","apocytochrome f","Cytochrome f","petA","GO:0015979;GO:0022900;GO:0005506;GO:0009055;GO:0020037;GO:0031676;GO:0031361","photosynthesis;electron transport chain;iron ion binding;electron transfer activity;heme binding;plasma membrane-derived thylakoid membrane;obsolete integral component of thylakoid membrane;integral component of thylakoid membrane","apocytochrome f",2.981633493,0,1.973868385,3.409132925,3.725304902,3.833396134,11.70136667,3.275666667,3.655944654,1.651833959,-2.004110694,2.108962031,"Downregulated","Photosynthesis and chlorophyll"
"K02666",-1.534153103,0.005232026,0,0,0,8.6608,10.48,8.8366,"Type II secretion system protein D","type IV pilus assembly protein PilQ","","","GO:0009306","protein secretion","type IV pilus assembly protein PilQ",0,0,0,3.272142662,3.521050737,3.298159737,9.3258,0,3.363784379,0,-3.363784379,2.281330095,"Downregulated","Cell wall and signaling"
"K02693",-2.143700658,0.00129085,0,0,0,10.585,12.226,16.569,"Photosystem I reaction center subunit IV","MULTISPECIES: photosystem I reaction center subunit IV","Photosystem I reaction center subunit IV","psaE","GO:0015979;GO:0009538;GO:0031676;GO:0009522","photosynthesis;photosystem I reaction center;plasma membrane-derived thylakoid membrane;photosystem I","photosystem I subunit IV",0,0,0,3.534186139,3.725304902,4.134960173,13.12666667,0,3.798150404,0,-3.798150404,2.889124331,"Downregulated","Photosynthesis and chlorophyll"
"K02699",-2.161662545,0.00125817,0,0,2.9282,15.397,15.719,11.046,"Photosystem I reaction center subunit XI","MULTISPECIES: photosystem I reaction center protein subunit XI","","","GO:0015979;GO:0009538;GO:0009522","photosynthesis;photosystem I reaction center;photosystem I","photosystem I subunit XI",0,0,1.973868385,4.035359978,4.063416654,3.590482259,14.054,0.976066667,3.89641963,0.657956128,-3.238463502,2.900260697,"Downregulated","Photosynthesis and chlorophyll"
"K02720",-2.102691378,0.001395425,0,0,0,14.435,13.099,11.046,"Cytochrome c-550","photosystem II cytochrome c-550","","","GO:0015979;GO:0022904;GO:0005506;GO:0009055;GO:0020037;GO:0009523;GO:0042651","photosynthesis;respiratory electron transport chain;iron ion binding;electron transfer activity;heme binding;photosystem II;thylakoid membrane","photosystem II cytochrome c550",0,0,0,3.948133578,3.817520935,3.590482259,12.86,0,3.785378924,0,-3.785378924,2.855293551,"Downregulated","Photosynthesis and chlorophyll"
"K02881",-2.568114076,0.000472222,0,0,0,15.397,14.846,17.673,"50S ribosomal protein L18","MULTISPECIES: 50S ribosomal protein L18","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L18",0,0,0,4.035359978,3.986046802,4.222881824,15.972,0,4.081429535,0,-4.081429535,3.325853579,"Downregulated","Translation"
"K02890",-2.847596858,0.000415033,0,0,0,20.208,19.213,14.359,"50S ribosomal protein L22","50S ribosomal protein L22","","","GO:0006412;GO:0003735;GO:0015934;GO:0005840","translation;structural constituent of ribosome;large ribosomal subunit;ribosome","large subunit ribosomal protein L22",0,0,0,4.40653667,4.337211556,3.941012382,17.92666667,0,4.228253536,0,-4.228253536,3.381917706,"Downregulated","Translation"
"K02994",-2.974591261,0.000400327,0,0,0,18.284,18.339,19.882,"30S ribosomal protein S8","MULTISPECIES: 30S ribosomal protein S8","30S ribosomal protein S8","rpsH","GO:0006412;GO:0003735;GO:0005840;GO:0019843","translation;structural constituent of ribosome;ribosome;rRNA binding","small subunit ribosomal protein S8",0,0,0,4.26933243,4.273441291,4.384187989,18.835,0,4.308987237,0,-4.308987237,3.397585338,"Downregulated","Translation"
"K03043",-4.807710157,3.26797e-05,47.306,55.564,47.827,122.21,110.04,97.203,"DNA-directed RNA polymerase subunit beta","DNA-directed RNA polymerase subunit beta","","","GO:0006351;GO:0003677;GO:0003899;GO:0032549","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;ribonucleoside binding","DNA-directed RNA polymerase subunit beta ",5.59413049,5.821812241,5.609607234,6.944975543,6.794935663,6.617695193,109.8176667,50.23233333,6.7858688,5.675183322,-1.110685478,4.485721426,"Downregulated","Transcription"
"K03046",-9.442103784,1e-06,38.436,37.445,33.1867,172.255,151.951,144.7,"DNA-directed RNA polymerase subunit beta'","DNA-directed RNA polymerase subunit beta';DNA-directed RNA polymerase subunit gamma","DNA-directed RNA polymerase subunit beta';","rpoC2;","GO:0006351;GO:0003677;GO:0003899;GO:0008270;GO:0000428","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;zinc ion binding;DNA-directed RNA polymerase complex;transcription, DNA-templated","DNA-directed RNA polymerase subunit beta' ",5.301441321,5.264724074,5.095363263,7.436753178,7.256925729,7.186857067,156.302,36.3559,7.293511991,5.220509553,-2.073002439,6,"Downregulated","Transcription"
"K03070",-5.688036608,1e-06,0,0,0,41.379,52.398,28.719,"Protein translocase subunit SecA","preprotein translocase subunit SecA","","","GO:0006605;GO:0017038;GO:0005524;GO:0016020;GO:0006886","protein targeting;protein import;ATP binding;membrane;intracellular protein transport","preprotein translocase subunit SecA ",0,0,0,5.40527764,5.738713802,4.893313667,40.832,0,5.34576837,0,-5.34576837,6,"Downregulated","Cell wall and signaling"
"K03110",-1.75419218,0.003346405,0,0,0,11.548,10.48,9.9412,"Signal recognition particle receptor FtsY","signal recognition particle-docking protein FtsY","","","GO:0006614;GO:0005525","SRP-dependent cotranslational protein targeting to membrane;GTP binding","fused signal recognition particle receptor",0,0,0,3.649385529,3.521050737,3.451699072,10.6564,0,3.54071178,0,-3.54071178,2.47542147,"Downregulated","Cell wall and signaling"
"K03168",-4.078870473,3.26797e-05,0,0,0,27.907,30.565,23.196,"DNA topoisomerase 1","type I DNA topoisomerase","DNA topoisomerase 1","topA","GO:0006265;GO:0003677;GO:0003917;GO:0046872;GO:0003916","DNA topological change;DNA binding;DNA topoisomerase type I (single strand cut, ATP-independent) activity;metal ion binding;DNA topoisomerase activity","DNA topoisomerase I ",0,0,0,4.853346987,4.980253846,4.596696661,27.22266667,0,4.810099165,0,-4.810099165,4.485721426,"Downregulated","DNA"
"K03405",-2.88144744,0.000400327,5.9132,0,4.8803,25.02,27.072,17.673,"Magnesium-chelatase 38 kDa subunit","magnesium chelatase ATPase subunit I","","","GO:0015995;GO:0005524;GO:0016851","chlorophyll biosynthetic process;ATP binding;magnesium chelatase activity","magnesium chelatase subunit I ",2.789353664,0,2.55588976,4.701549057,4.811059948,4.222881824,23.255,3.597833333,4.578496943,1.781747808,-2.796749135,3.397585338,"Downregulated","Photosynthesis and chlorophyll"
"K03465",-1.684316371,0.003978758,0,0,0,9.6231,12.226,8.8366,"Thymidylate synthase ThyX","FAD-dependent thymidylate synthase","","","GO:0006231;GO:0050660;GO:0050797","dTMP biosynthetic process;flavin adenine dinucleotide binding;thymidylate synthase (FAD) activity","thymidylate synthase (FAD) ",0,0,0,3.409132925,3.725304902,3.298159737,10.22856667,0,3.477532521,0,-3.477532521,2.400252457,"Downregulated","Purines, pyrimidines, nucleotides"
"K03526",-3.795396683,3.26797e-05,0,0,0,24.058,28.819,22.092,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase","","","GO:0016114;GO:0005506;GO:0046429;GO:0008299;GO:0044237","terpenoid biosynthetic process;iron ion binding;4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity;isoprenoid biosynthetic process;cellular metabolic process","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase ",0,0,0,4.647199366,4.898159972,4.529321225,24.98966667,0,4.691560188,0,-4.691560188,4.485721426,"Downregulated","Purines, pyrimidines, nucleotides"
"K03545",-3.796938265,3.26797e-05,0,0,0,25.02,32.312,17.673,"Trigger factor","trigger factor","","","GO:0006457;GO:0015031;GO:0003755","protein folding;protein transport;peptidyl-prolyl cis-trans isomerase activity","trigger factor",0,0,0,4.701549057,5.057970069,4.222881824,25.00166667,0,4.660800317,0,-4.660800317,4.485721426,"Downregulated","Translation"
"K03609",-3.576199742,0.000236928,13.798,12.079,19.521,47.153,48.031,46.392,"Septum site-determining protein MinD","MULTISPECIES: septum site-determining protein MinD","","","GO:0016887","ATP hydrolysis activity","septum site-determining protein MinD",3.887330299,3.709180334,4.359029131,5.589553778,5.615622281,5.566571641,47.192,15.13266667,5.590582566,3.985179921,-1.605402645,3.62538342,"Downregulated","Cell wall and signaling"
"K03621",-1.823314637,0.002495098,0,0,0,11.548,13.973,7.732,"Phosphate acyltransferase","phosphate acyltransferase PlsX","","","GO:0006633;GO:0016747;GO:0003824","fatty acid biosynthetic process;acyltransferase activity, transferring groups other than amino-acyl groups;catalytic activity","phosphate acyltransferase ",0,0,0,3.649385529,3.904291405,3.12631213,11.08433333,0,3.559996355,0,-3.559996355,2.602912385,"Downregulated","Cell wall and signaling"
"K03684",-1.398322323,0.007338235,0,0,0,8.6608,6.9864,9.9412,"Ribonuclease D","ribonuclease D","Ribonuclease D","","GO:0090305;GO:0003676;GO:0008408;GO:0006139","nucleic acid phosphodiester bond hydrolysis;nucleic acid binding;3'-5' exonuclease activity;nucleobase-containing compound metabolic process","ribonuclease D ",0,0,0,3.272142662,2.997545331,3.451699072,8.529466667,0,3.240462355,0,-3.240462355,2.134408367,"Downregulated","Transcription"
"K03687",-2.300606133,0.000888889,0,0,0,16.359,13.973,12.15,"Protein GrpE","nucleotide exchange factor GrpE","Protein GrpE","grpE","GO:0006457;GO:0000774;GO:0042803;GO:0051087;GO:0005737","protein folding;adenyl-nucleotide exchange factor activity;protein homodimerization activity;chaperone binding;cytoplasm","molecular chaperone GrpE",0,0,0,4.117611936,3.904291405,3.716990894,14.16066667,0,3.912964745,0,-3.912964745,3.051152522,"Downregulated","Regulatory system and stress"
"K03692",-2.628516571,0.000472222,0,0,1.9521,18.284,19.213,12.15,"Glucosylglycerol-phosphate synthase","glucosylglycerol-phosphate synthase","","","GO:0005992;GO:0051473;GO:0016758;GO:0003824","trehalose biosynthetic process;glucosylglycerol biosynthetic process;hexosyltransferase activity;catalytic activity","glucosylglycerol-phosphate synthase ",0,0,1.561741592,4.26933243,4.337211556,3.716990894,16.549,0.6507,4.10784496,0.520580531,-3.587264429,3.325853579,"Downregulated","Other metabolites"
"K03695",-3.45706447,0.000292484,13.798,18.119,15.617,51.003,48.032,41.974,"Chaperone protein ClpB 1","AAA family ATPase;ATP-dependent chaperone ClpB","AAA family ATPase;","","GO:0005524;GO:0016887;GO:0005737;GO:0009408;GO:0042026","ATP binding;ATP hydrolysis activity;cytoplasm;response to heat;protein refolding","ATP-dependent Clp protease ATP-binding subunit ClpB",3.887330299,4.256935161,4.054588039,5.700522948,5.615651705,5.425392164,47.003,15.84466667,5.580522272,4.0662845,-1.514237772,3.533898391,"Downregulated","Regulatory system and stress"
"K03696",-3.363633287,0.000323529,32.523,33.822,31.234,68.324,66.371,70.693,"Negative regulator of genetic competence ClpC/MecB","ATP-dependent Clp protease ATP-binding subunit","","","GO:0005515;GO:0005524;GO:0016887","protein binding;ATP binding;ATP hydrolysis activity","ATP-dependent Clp protease ATP-binding subunit ClpC",5.067079358,5.121927161,5.010511322,6.115282995,6.074055809,6.163760358,68.46266667,32.52633333,6.117699721,5.066505947,-1.051193774,3.490086232,"Downregulated","Regulatory system and stress"
"K03798",-3.885095413,3.26797e-05,35.4794,20.5347,42.947,70.2492,79.47,76.216,"ATP-dependent zinc metalloprotease FtsH 3;ATP-dependent zinc metalloprotease FtsH 2;ATP-dependent zinc metalloprotease FtsH 4","ATP-dependent zinc metalloprotease FtsH","","","GO:0006508;GO:0004176;GO:0004222;GO:0005524;GO:0008270;GO:0016887;GO:0016020","proteolysis;ATP-dependent peptidase activity;metalloendopeptidase activity;ATP binding;zinc ion binding;ATP hydrolysis activity;membrane","cell division protease FtsH ",5.189010096,4.42859132,5.457692779,6.15480191,6.330379128,6.270827916,75.31173333,32.98703333,6.252002984,5.025098065,-1.226904919,4.485721426,"Downregulated","Regulatory system and stress"
"K04079",-2.915945381,0.000400327,0,0,0,22.133,20.959,12.15,"Chaperone protein HtpG","molecular chaperone HtpG","","","GO:0006457;GO:0005524;GO:0016887;GO:0051082;GO:0140662","protein folding;ATP binding;ATP hydrolysis activity;unfolded protein binding;ATP-dependent protein folding chaperone","molecular chaperone HtpG",0,0,0,4.531880469,4.456740451,3.716990894,18.414,0,4.235203938,0,-4.235203938,3.397585338,"Downregulated","Regulatory system and stress"
"K04567",-2.410571623,0.000593137,0,0,0,14.435,19.213,11.046,"Lysine--tRNA ligase","lysine--tRNA ligase","","","GO:0006430;GO:0003676;GO:0004824;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","lysyl-tRNA aminoacylation;nucleic acid binding;lysine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","lysyl-tRNA synthetase, class II ",0,0,0,3.948133578,4.337211556,3.590482259,14.898,0,3.958609131,0,-3.958609131,3.226844797,"Downregulated","Translation"
"K04744",-1.998460053,0.001542484,13.798,9.6633,9.7607,24.058,28.819,26.51,"LPS-assembly protein LptD","DUF3769 domain-containing protein","","","","","LPS-assembly protein",3.887330299,3.414582077,3.427700025,4.647199366,4.898159972,4.781884235,26.46233333,11.074,4.775747857,3.576537467,-1.19921039,2.811779428,"Downregulated","Cell wall and signaling"
"K04755",-3.635453819,9.31373e-05,0,0,0,21.171,23.579,26.51,"hypothetical protein","2Fe-2S iron-sulfur cluster-binding protein","","","GO:0140647;GO:0051537;GO:0051536","P450-containing electron transport chain;2 iron, 2 sulfur cluster binding;iron-sulfur cluster binding","ferredoxin, 2Fe-2S",0,0,0,4.470601938,4.619354316,4.781884235,23.75333333,0,4.623946829,0,-4.623946829,4.030876566,"Downregulated","Photosynthesis and chlorophyll"
"K05520",-2.063153636,0.001444444,0,0,0,10.585,13.973,13.255,"Putative cysteine protease YraA","DJ-1/PfpI family protein","","","","","protease I ",0,0,0,3.534186139,3.904291405,3.833396134,12.60433333,0,3.757291226,0,-3.757291226,2.840299157,"Downregulated","Translation"
"K05579",-3.918385187,3.26797e-05,0,0,0,26.945,28.819,22.092,"NAD(P)H-quinone oxidoreductase subunit H","NAD(P)H-quinone oxidoreductase subunit H","","","GO:0016651;GO:0048038;GO:0051287","oxidoreductase activity, acting on NAD(P)H;quinone binding;NAD binding","NAD(P)H-quinone oxidoreductase subunit H ",0,0,0,4.80451827,4.898159972,4.529321225,25.952,0,4.743999822,0,-4.743999822,4.485721426,"Downregulated","Energy and redox"
"K05580",-2.26930306,0.00104085,0,0,0,11.548,14.846,15.464,"NAD(P)H-quinone oxidoreductase subunit I","NAD(P)H-quinone oxidoreductase subunit I","NADH-quinone oxidoreductase subunit I  H dehydrogenase I subunit I)","ndhI","GO:0019684;GO:0022900;GO:0005506;GO:0008137;GO:0048038;GO:0051539;GO:0031676;GO:0016651;GO:0016020","photosynthesis, light reaction;electron transport chain;iron ion binding;NADH dehydrogenase (ubiquinone) activity;quinone binding;4 iron, 4 sulfur cluster binding;plasma membrane-derived thylakoid membrane;oxidoreductase activity, acting on NAD(P)H;membrane","NAD(P)H-quinone oxidoreductase subunit I ",0,0,0,3.649385529,3.986046802,4.041242982,13.95266667,0,3.892225105,0,-3.892225105,2.98261199,"Downregulated","Energy and redox"
"K05592",-2.245136471,0.001094771,0,0,0,16.359,13.973,11.046,"ATP-dependent RNA helicase DeaD","DEAD/DEAH box helicase","","","GO:0000027;GO:0070417;GO:0003723;GO:0003724;GO:0005524;GO:0003676","ribosomal large subunit assembly;cellular response to cold;RNA binding;RNA helicase activity;ATP binding;nucleic acid binding","ATP-dependent RNA helicase DeaD ",0,0,0,4.117611936,3.904291405,3.590482259,13.79266667,0,3.8707952,0,-3.8707952,2.960676619,"Downregulated","Transcription"
"K06041",-1.310427798,0.008772876,0,0,0,6.7362,9.6063,7.732,"Arabinose 5-phosphate isomerase KpsF","MULTISPECIES: KpsF/GutQ family sugar-phosphate isomerase","","","GO:0005975;GO:1901135;GO:0016853;GO:0097367","carbohydrate metabolic process;carbohydrate derivative metabolic process;isomerase activity;carbohydrate derivative binding","arabinose-5-phosphate isomerase ",0,0,0,2.951625093,3.406849556,3.12631213,8.024833333,0,3.161595593,0,-3.161595593,2.056858018,"Downregulated","Cell wall and signaling"
"K06118",-2.379586031,0.000669935,9.8554,10.871,14.641,32.718,33.185,26.51,"UDP-glucose 4-epimerase","NAD-dependent epimerase/dehydratase family protein","","","","","UDP-sulfoquinovose synthase ",3.440340982,3.569369566,3.967260849,5.07544706,5.09529152,4.781884235,30.80433333,11.78913333,4.984207605,3.658990466,-1.325217139,3.173967565,"Downregulated","Purines, pyrimidines, nucleotides"
"K06207",-2.201035618,0.001163399,0,0,0,14.435,18.339,7.732,"GTP-binding protein TypA/BipA","translational GTPase TypA","","","GO:0003924;GO:0005525","GTPase activity;GTP binding","GTP-binding protein",0,0,0,3.948133578,4.273441291,3.12631213,13.502,0,3.782629,0,-3.782629,2.934271429,"Downregulated","Translation"
"K06889",-2.092002914,0.001444444,0,0,3.9043,10.5854,16.5929,15.4642,"hypothetical protein","alpha/beta fold hydrolase;alpha/beta hydrolase","","","GO:0016042;GO:0003847","lipid catabolic process;1-alkyl-2-acetylglycerophosphocholine esterase activity","uncharacterized protein",0,0,2.294047233,3.534235951,4.13692141,4.041260508,14.21416667,1.301433333,3.904139289,0.764682411,-3.139456879,2.840299157,"Downregulated","unknown"
"K08482",-5.627146814,1e-06,3.9422,0,3.9043,47.153,43.665,44.183,"Circadian clock protein kinase KaiC","circadian clock protein KaiC","","","GO:0006355;GO:0042752;GO:0000287;GO:0003677;GO:0004674;GO:0005524","regulation of DNA-templated transcription;regulation of circadian rhythm;magnesium ion binding;DNA binding;protein serine/threonine kinase activity;ATP binding","circadian clock protein KaiC",2.305153395,0,2.294047233,5.589553778,5.481072857,5.497708159,45.00033333,2.6155,5.522778264,1.533066876,-3.989711389,6,"Downregulated","Regulatory system and stress"
"K09458",-1.832786484,0.002380719,0,0,0,13.472,12.226,7.732,"3-oxoacyl-[acyl-carrier-protein] synthase 2","beta-ketoacyl-ACP synthase II","","","GO:0006633;GO:0004315;GO:0016746;GO:0016747","fatty acid biosynthetic process;3-oxoacyl-[acyl-carrier-protein] synthase activity;acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups","3-oxoacyl- synthase II ",0,0,0,3.855192408,3.725304902,3.12631213,11.14333333,0,3.56893648,0,-3.56893648,2.62329187,"Downregulated","Cell wall and signaling"
"K09667",-4.553733054,3.26797e-05,0,0,0,32.7184,38.4254,22.0915,"Beta-barrel assembly-enhancing protease;hypothetical protein;SPBc2 prophage-derived glycosyltransferase SunS","tetratricopeptide repeat protein;glycosyltransferase",";Glycosyltransferase","","GO:0005515;GO:0015979;GO:0016740","protein binding;photosynthesis;transferase activity","protein O-GlcNAc transferase ",0,0,0,5.075464174,5.301053487,4.529289987,31.07843333,0,4.968602549,0,-4.968602549,4.485721426,"Downregulated","Translation"
"K10206",-2.522233869,0.000488562,3.9422,0,0,19.246,19.213,13.255,"LL-diaminopimelate aminotransferase","LL-diaminopimelate aminotransferase","","","GO:0009058;GO:0008483;GO:0030170;GO:0003824","biosynthetic process;transaminase activity;pyridoxal phosphate binding;catalytic activity","LL-diaminopimelate aminotransferase ",2.305153395,0,0,4.339564998,4.337211556,3.833396134,17.238,1.314066667,4.170057563,0.768384465,-3.401673098,3.311080234,"Downregulated","Amino acid metabolism"
"K10697",-2.213553742,0.001129085,0,0,0,11.548,14.846,14.359,"Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","response regulator","","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator RpaA",0,0,0,3.649385529,3.986046802,3.941012382,13.58433333,0,3.858814905,0,-3.858814905,2.947273375,"Downregulated","Regulatory system and stress"
"K10960",-1.771535307,0.003099673,0,0,0,10.585,13.973,7.732,"Kynurenine 3-monooxygenase","geranylgeranyl reductase","Geranylgeranyl diphosphate reductase","chlP","GO:0015937;GO:0015979;GO:0015995;GO:0016628;GO:0045550;GO:0071949","coenzyme A biosynthetic process;photosynthesis;chlorophyll biosynthetic process;oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor;geranylgeranyl reductase activity;FAD binding","geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase ",0,0,0,3.534186139,3.904291405,3.12631213,10.76333333,0,3.521596558,0,-3.521596558,2.508684091,"Downregulated","Photosynthesis and chlorophyll"
"K11003",-2.280445049,0.000944444,8.8698,4.8317,4.8803,24.058,22.706,18.778,"Type I secretion system membrane fusion protein PrsE","HlyD family efflux transporter periplasmic adaptor subunit","","","","","membrane fusion protein, hemolysin D",3.30302085,2.543916505,2.55588976,4.647199366,4.567180347,4.305824639,21.84733333,6.193933333,4.506734784,2.800942372,-1.705792412,3.024823584,"Downregulated","Cell wall and signaling"
"K11004",-1.623532169,0.004377451,0,0,0,9.6231,12.226,7.732,"Toxin RTX-I translocation ATP-binding protein","ABC transporter transmembrane domain-containing protein","","","GO:0006508;GO:0055085;GO:0005524;GO:0008233;GO:0140359;GO:0016020","proteolysis;transmembrane transport;ATP binding;peptidase activity;ABC-type transporter activity;membrane","ATP-binding cassette, subfamily B, bacterial HlyB/CyaB",0,0,0,3.409132925,3.725304902,3.12631213,9.860366667,0,3.420249986,0,-3.420249986,2.358778709,"Downregulated","Transport"
"K11329",-2.640140586,0.000472222,14.783,12.079,13.665,36.5676,39.2981,30.9283,"Response regulator MprA;Transcriptional regulatory protein WalR","MULTISPECIES: response regulator","","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator RpaB",3.980299551,3.709180334,3.874305166,5.231417047,5.332639914,4.996763835,35.598,13.509,5.186940265,3.854595017,-1.332345249,3.325853579,"Downregulated","Regulatory system and stress"
"K11962",-1.393195822,0.007488562,0,0,0,7.6985,7.8597,9.9412,"Methionine import ATP-binding protein MetN 2","urea ABC transporter ATP-binding protein UrtD","","","GO:0005524","ATP binding","urea transport system ATP-binding protein",0,0,0,3.120766639,3.147257848,3.451699072,8.4998,0,3.239907853,0,-3.239907853,2.125601565,"Downregulated","S and N metabolism"
"K12573",-2.506726116,0.000493464,0,0,0,19.246,17.466,9.9412,"Ribonuclease R","RNB domain-containing ribonuclease","","","GO:0003723;GO:0004540;GO:0003676","RNA binding;ribonuclease activity;nucleic acid binding","ribonuclease R ",0,0,0,4.339564998,4.206799487,3.451699072,15.55106667,0,3.999354519,0,-3.999354519,3.306744479,"Downregulated","Transcription"
"K12574",-2.944129734,0.000400327,0,0,0,21.171,19.213,15.464,"Ribonuclease J 1","RNase J family beta-CASP ribonuclease","","","GO:0006396;GO:0090501;GO:0003723;GO:0004521;GO:0004534;GO:0008270;GO:0046872","RNA processing;RNA phosphodiester bond hydrolysis;RNA binding;endoribonuclease activity;5'-3' exoribonuclease activity;zinc ion binding;metal ion binding","ribonuclease J ",0,0,0,4.470601938,4.337211556,4.041242982,18.616,0,4.283018825,0,-4.283018825,3.397585338,"Downregulated","Transcription"
"K13789",-1.61853013,0.004511438,0,0,0,10.585,7.8597,11.046,"Farnesyl diphosphate synthase","polyprenyl synthetase family protein","Polyprenyl synthetase family protein","","GO:0008299;GO:0016740","isoprenoid biosynthetic process;transferase activity","geranylgeranyl diphosphate synthase, type II ",0,0,0,3.534186139,3.147257848,3.590482259,9.830233333,0,3.423975415,0,-3.423975415,2.345685016,"Downregulated","Photosynthesis and chlorophyll"
"K14055",-3.16304994,0.000351307,4.9277,0,4.8803,20.208,27.946,26.51,"hypothetical protein","universal stress protein","","","","","universal stress protein E",2.567472435,0,2.55588976,4.40653667,4.855292093,4.781884235,24.888,3.269333333,4.681237666,1.707787398,-2.973450268,3.454312962,"Downregulated","Regulatory system and stress"
"K16881",-1.990996139,0.001544118,0,0,0,12.51,13.973,9.9412,"UTP--glucose-1-phosphate uridylyltransferase","NDP-sugar synthase","","","GO:0006011;GO:0009058;GO:0003983;GO:0016779","UDP-glucose metabolic process;biosynthetic process;UTglucose-1-phosphate uridylyltransferase activity;nucleotidyltransferase activity","mannose-1-phosphate guanylyltransferase / phosphomannomutase ",0,0,0,3.75595577,3.904291405,3.451699072,12.1414,0,3.703982082,0,-3.703982082,2.811319614,"Downregulated","Other metabolites"
"K18855",-2.364644045,0.000705882,0,0,0,16.3592,17.466,9.9412,"scyllo-inositol 2-dehydrogenase (NAD(+));Inositol 2-dehydrogenase;putative oxidoreductase YdgJ","Gfo/Idh/MocA family oxidoreductase","Gfo/Idh/MocA family oxidoreductase;","","GO:0000166","nucleotide binding","UDP-N-acetylglucosamine 3-dehydrogenase ",0,0,0,4.117628557,4.206799487,3.451699072,14.5888,0,3.925375706,0,-3.925375706,3.151267675,"Downregulated","Cell wall and signaling"
"K19267",-1.29374097,0.009047386,0,0,0,8.6608,9.6063,5.5229,"NAD(P)H azoreductase","NAD(P)H-binding protein","","","","","NAD(P)H dehydrogenase (quinone) ",0,0,0,3.272142662,3.406849556,2.705513511,7.93,0,3.128168576,0,-3.128168576,2.043476899,"Downregulated","Energy and redox"
"K21919",-1.474906273,0.006042484,3.9422,0,0,9.623,12.2262,8.8366,"Pentapeptide repeat protein Rfr32;Secreted effector protein PipB2","conserved hypothetical protein;pentapeptide repeat-containing protein","","","","","BTB/POZ domain-containing protein KCTD9",2.305153395,0,0,3.409119344,3.725326717,3.298159737,10.2286,1.314066667,3.477535266,0.768384465,-2.709150802,2.218784515,"Downregulated","unknown"
"K22405",-2.767854882,0.000426471,0,0,0,18.2842,18.3397,15.4641,"Putative diflavin flavoprotein A 5;Diflavin flavoprotein A 1","flavin reductase",";Flavin reductase","","GO:0009055;GO:0010181;GO:0016646","electron transfer activity;FMN binding;oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor","NADH oxidase (H2O-forming) ",0,0,0,4.269347392,4.273493511,4.041251745,17.36266667,0,4.194697549,0,-4.194697549,3.370110915,"Downregulated","Energy and redox"
"K24259",-1.631397412,0.004359477,0,0,0,8.6608,12.226,8.8366,"hypothetical protein","N-acetyl sugar amidotransferase","","","","","putative aminotransferase",0,0,0,3.272142662,3.725304902,3.298159737,9.9078,0,3.4318691,0,-3.4318691,2.360565597,"Downregulated","Amino acid metabolism"
