"KO","STN","Pvalue","30L1","30L2","30L3","27R1","27R2","27R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef","30L1_log","30L2_log","30L3_log","27R1_log","27R2_log","27R3_log","mean_control","mean_treatment","mean_control_log","mean_treatment_log","log_fc","log_pval","Expression","category"
"K02881",-2.322497011,0.000787479,0,0,0,14.838,15.124,14.291,"50S ribosomal protein L18","MULTISPECIES: 50S ribosomal protein L18","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L18",0,0,0,3.98531826,4.011137783,3.934610854,14.751,0,3.977022299,0,-3.977022299,3.103760794,"Downregulated","Translation"
"K02890",-2.104973791,0.001344316,0,0,0,12.718,17.284,9.8937,"50S ribosomal protein L22","50S ribosomal protein L22","","","GO:0006412;GO:0003735;GO:0015934;GO:0005840","translation;structural constituent of ribosome;large ribosomal subunit;ribosome","large subunit ribosomal protein L22",0,0,0,3.777998256,4.192509819,3.445422138,13.29856667,0,3.805310071,0,-3.805310071,2.871498532,"Downregulated","Translation"
"K02994",-2.785774509,0.000425041,0,0,0,19.077,18.365,16.489,"30S ribosomal protein S8","MULTISPECIES: 30S ribosomal protein S8","30S ribosomal protein S8","rpsH","GO:0006412;GO:0003735;GO:0005840;GO:0019843","translation;structural constituent of ribosome;ribosome;rRNA binding","small subunit ribosomal protein S8",0,0,0,4.327471806,4.275379596,4.128375895,17.977,0,4.243742432,0,-4.243742432,3.371568985,"Downregulated","Translation"
"K03043",-4.860382917,3.29489e-05,47.306,55.564,47.827,108.1,103.71,119.82,"DNA-directed RNA polymerase subunit beta","DNA-directed RNA polymerase subunit beta","","","GO:0006351;GO:0003677;GO:0003899;GO:0032549","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;ribonucleoside binding","DNA-directed RNA polymerase subunit beta ",5.59413049,5.821812241,5.609607234,6.769507291,6.710255419,6.916715481,110.5433333,50.23233333,6.798826064,5.675183322,-1.123642742,4.482158695,"Downregulated","Transcription"
"K03046",-9.965512791,1e-06,38.436,37.445,33.1867,163.212,144.755,184.683,"DNA-directed RNA polymerase subunit beta'","DNA-directed RNA polymerase subunit beta';DNA-directed RNA polymerase subunit gamma","DNA-directed RNA polymerase subunit beta';","rpoC2;","GO:0006351;GO:0003677;GO:0003899;GO:0008270;GO:0000428","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;zinc ion binding;DNA-directed RNA polymerase complex;transcription, DNA-templated","DNA-directed RNA polymerase subunit beta' ",5.301441321,5.264724074,5.095363263,7.359415748,7.187401564,7.536697927,164.2166667,36.3559,7.361171746,5.220509553,-2.140662193,6,"Downregulated","Transcription"
"K03070",-7.168986907,1e-06,0,0,0,51.931,47.532,67.057,"Protein translocase subunit SecA","preprotein translocase subunit SecA","","","GO:0006605;GO:0017038;GO:0005524;GO:0016020;GO:0006886","protein targeting;protein import;ATP binding;membrane;intracellular protein transport","preprotein translocase subunit SecA ",0,0,0,5.726041005,5.60086441,6.088671653,55.50666667,0,5.805192356,0,-5.805192356,6,"Downregulated","Cell wall and signaling"
"K03110",-1.656198402,0.004224053,0,0,0,8.4786,14.043,8.7944,"Signal recognition particle receptor FtsY","signal recognition particle-docking protein FtsY","","","GO:0006614;GO:0005525","SRP-dependent cotranslational protein targeting to membrane;GTP binding","fused signal recognition particle receptor",0,0,0,3.244673987,3.911020405,3.291957116,10.43866667,0,3.482550503,0,-3.482550503,2.37427067,"Downregulated","Cell wall and signaling"
"K03168",-3.658696522,9.39044e-05,0,0,0,21.196,25.926,26.383,"DNA topoisomerase 1","type I DNA topoisomerase","DNA topoisomerase 1","topA","GO:0006265;GO:0003677;GO:0003917;GO:0046872;GO:0003916","DNA topological change;DNA binding;DNA topoisomerase type I (single strand cut, ATP-independent) activity;metal ion binding;DNA topoisomerase activity","DNA topoisomerase I ",0,0,0,4.472227803,4.750928021,4.775208608,24.50166667,0,4.666121477,0,-4.666121477,4.027313835,"Downregulated","DNA"
"K03405",-2.842069944,0.000418451,5.9132,0,4.8803,21.196,20.525,27.482,"Magnesium-chelatase 38 kDa subunit","magnesium chelatase ATPase subunit I","","","GO:0015995;GO:0005524;GO:0016851","chlorophyll biosynthetic process;ATP binding;magnesium chelatase activity","magnesium chelatase subunit I ",2.789353664,0,2.55588976,4.472227803,4.427941333,4.83197855,23.06766667,3.597833333,4.577382562,1.781747808,-2.795634754,3.378354974,"Downregulated","Photosynthesis and chlorophyll"
"K03465",-1.295367927,0.008953871,0,0,0,7.4188,8.6421,8.7944,"Thymidylate synthase ThyX","FAD-dependent thymidylate synthase","","","GO:0006231;GO:0050660;GO:0050797","dTMP biosynthetic process;flavin adenine dinucleotide binding;thymidylate synthase (FAD) activity","thymidylate synthase (FAD) ",0,0,0,3.073614609,3.269347392,3.291957116,8.2851,0,3.211639706,0,-3.211639706,2.047989143,"Downregulated","Purines, pyrimidines, nucleotides"
"K03526",-4.109678535,3.29489e-05,0,0,0,28.615,24.846,30.78,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase","","","GO:0016114;GO:0005506;GO:0046429;GO:0008299;GO:0044237","terpenoid biosynthetic process;iron ion binding;4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity;isoprenoid biosynthetic process;cellular metabolic process","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase ",0,0,0,4.888256181,4.691869117,4.99004722,28.08033333,0,4.856724173,0,-4.856724173,4.482158695,"Downregulated","Purines, pyrimidines, nucleotides"
"K03545",-5.504477742,1e-06,0,0,0,39.213,41.05,39.575,"Trigger factor","trigger factor","","","GO:0006457;GO:0015031;GO:0003755","protein folding;protein transport;peptidyl-prolyl cis-trans isomerase activity","trigger factor",0,0,0,5.329590064,5.394033895,5.34251919,39.946,0,5.35538105,0,-5.35538105,6,"Downregulated","Translation"
"K03609",-3.816004421,3.29489e-05,13.798,12.079,19.521,47.692,49.692,51.667,"Septum site-determining protein MinD","MULTISPECIES: septum site-determining protein MinD","","","GO:0016887","ATP hydrolysis activity","septum site-determining protein MinD",3.887330299,3.709180334,4.359029131,5.605612855,5.66368618,5.718827378,49.68366667,15.13266667,5.662708804,3.985179921,-1.677528883,4.482158695,"Downregulated","Cell wall and signaling"
"K03621",-1.536864171,0.005112026,0,0,0,10.598,8.6421,9.8937,"Phosphate acyltransferase","phosphate acyltransferase PlsX","","","GO:0006633;GO:0016747;GO:0003824","fatty acid biosynthetic process;acyltransferase activity, transferring groups other than amino-acyl groups;catalytic activity","phosphate acyltransferase ",0,0,0,3.535804138,3.269347392,3.445422138,9.711266667,0,3.416857889,0,-3.416857889,2.291406915,"Downregulated","Cell wall and signaling"
"K03684",-1.294190011,0.008988468,0,0,0,8.4786,7.5619,8.7944,"Ribonuclease D","ribonuclease D","Ribonuclease D","","GO:0090305;GO:0003676;GO:0008408;GO:0006139","nucleic acid phosphodiester bond hydrolysis;nucleic acid binding;3'-5' exonuclease activity;nucleobase-containing compound metabolic process","ribonuclease D ",0,0,0,3.244673987,3.097930985,3.291957116,8.2783,0,3.211520696,0,-3.211520696,2.046314329,"Downregulated","Transcription"
"K03687",-1.940955154,0.001637562,0,0,0,11.658,14.043,10.993,"Protein GrpE","nucleotide exchange factor GrpE","Protein GrpE","grpE","GO:0006457;GO:0000774;GO:0042803;GO:0051087;GO:0005737","protein folding;adenyl-nucleotide exchange factor activity;protein homodimerization activity;chaperone binding;cytoplasm","molecular chaperone GrpE",0,0,0,3.661977568,3.911020405,3.584120683,12.23133333,0,3.719039552,0,-3.719039552,2.785802307,"Downregulated","Regulatory system and stress"
"K03692",-2.535961401,0.000482702,0,0,1.9521,15.897,12.963,19.787,"Glucosylglycerol-phosphate synthase","glucosylglycerol-phosphate synthase","","","GO:0005992;GO:0051473;GO:0016758;GO:0003824","trehalose biosynthetic process;glucosylglycerol biosynthetic process;hexosyltransferase activity;catalytic activity","glucosylglycerol-phosphate synthase ",0,0,1.561741592,4.078695219,3.803537038,4.377609657,16.21566667,0.6507,4.086613971,0.520580531,-3.56603344,3.316321071,"Downregulated","Other metabolites"
"K03695",-2.272081782,0.000996705,13.798,18.119,15.617,38.153,32.4084,35.177,"Chaperone protein ClpB 1","AAA family ATPase;ATP-dependent chaperone ClpB","AAA family ATPase;","","GO:0005524;GO:0016887;GO:0005737;GO:0009408;GO:0042026","ATP binding;ATP hydrolysis activity;cytoplasm;response to heat;protein refolding","ATP-dependent Clp protease ATP-binding subunit ClpB",3.887330299,4.256935161,4.054588039,5.29105095,5.062138985,5.177000871,35.24613333,15.84466667,5.176730269,4.0662845,-1.110445769,3.001433316,"Downregulated","Regulatory system and stress"
"K03696",-3.447302352,0.000294893,32.523,33.822,31.234,69.948,68.057,70.355,"Negative regulator of genetic competence ClpC/MecB","ATP-dependent Clp protease ATP-binding subunit","","","GO:0005515;GO:0005524;GO:0016887","protein binding;ATP binding;ATP hydrolysis activity","ATP-dependent Clp protease ATP-binding subunit ClpC",5.067079358,5.121927161,5.010511322,6.148690111,6.109715756,6.156942621,69.45333333,32.52633333,6.138449496,5.066505947,-1.071943549,3.53033566,"Downregulated","Regulatory system and stress"
"K03798",-3.817707125,3.29489e-05,35.4794,20.5347,42.947,72.0684,78.86,72.5534,"ATP-dependent zinc metalloprotease FtsH 3;ATP-dependent zinc metalloprotease FtsH 2;ATP-dependent zinc metalloprotease FtsH 4","ATP-dependent zinc metalloprotease FtsH","","","GO:0006508;GO:0004176;GO:0004222;GO:0005524;GO:0008270;GO:0016887;GO:0016020","proteolysis;ATP-dependent peptidase activity;metalloendopeptidase activity;ATP binding;zinc ion binding;ATP hydrolysis activity;membrane","cell division protease FtsH ",5.189010096,4.42859132,5.457692779,6.191175711,6.319401167,6.200720126,74.49393333,32.98703333,6.237099002,5.025098065,-1.212000936,4.482158695,"Downregulated","Regulatory system and stress"
"K04035",-1.352766886,0.007953871,0,0,0,10.598,7.5619,7.6951,"hypothetical protein","magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase","","","GO:0015979;GO:0015995;GO:0046872;GO:0048529;GO:0016491","photosynthesis;chlorophyll biosynthetic process;metal ion binding;magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity;oxidoreductase activity","magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase ",0,0,0,3.535804138,3.097930985,3.12020262,8.618333333,0,3.251312581,0,-3.251312581,2.09942143,"Downregulated","Photosynthesis and chlorophyll"
"K04079",-2.162253274,0.001215815,0,0,0,14.838,10.803,15.39,"Chaperone protein HtpG","molecular chaperone HtpG","","","GO:0006457;GO:0005524;GO:0016887;GO:0051082;GO:0140662","protein folding;ATP binding;ATP hydrolysis activity;unfolded protein binding;ATP-dependent protein folding chaperone","molecular chaperone HtpG",0,0,0,3.98531826,3.561081695,4.034743949,13.677,0,3.860381301,0,-3.860381301,2.915132329,"Downregulated","Regulatory system and stress"
"K04567",-1.597436459,0.004617792,0,0,0,8.4786,12.963,8.7944,"Lysine--tRNA ligase","lysine--tRNA ligase","","","GO:0006430;GO:0003676;GO:0004824;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","lysyl-tRNA aminoacylation;nucleic acid binding;lysine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","lysyl-tRNA synthetase, class II ",0,0,0,3.244673987,3.803537038,3.291957116,10.07866667,0,3.446722714,0,-3.446722714,2.335565593,"Downregulated","Translation"
"K04755",-3.467919693,0.000294893,0,0,0,23.316,22.686,23.085,"hypothetical protein","2Fe-2S iron-sulfur cluster-binding protein","","","GO:0140647;GO:0051537;GO:0051536","P450-containing electron transport chain;2 iron, 2 sulfur cluster binding;iron-sulfur cluster binding","ferredoxin, 2Fe-2S",0,0,0,4.603834019,4.565962677,4.590063019,23.029,0,4.586619905,0,-4.586619905,3.53033566,"Downregulated","Photosynthesis and chlorophyll"
"K05520",-1.764668702,0.003166392,0,0,0,13.778,12.963,6.5958,"Putative cysteine protease YraA","DJ-1/PfpI family protein","","","","","protease I ",0,0,0,3.885379129,3.803537038,2.925201919,11.11226667,0,3.538039362,0,-3.538039362,2.499435308,"Downregulated","Translation"
"K05579",-3.085760319,0.000354201,0,0,0,19.077,21.605,19.787,"NAD(P)H-quinone oxidoreductase subunit H","NAD(P)H-quinone oxidoreductase subunit H","","","GO:0016651;GO:0048038;GO:0051287","oxidoreductase activity, acting on NAD(P)H;quinone binding;NAD binding","NAD(P)H-quinone oxidoreductase subunit H ",0,0,0,4.327471806,4.498570013,4.377609657,20.15633333,0,4.401217158,0,-4.401217158,3.450750231,"Downregulated","Energy and redox"
"K05580",-2.267219984,0.000998353,0,0,0,14.838,16.204,12.092,"NAD(P)H-quinone oxidoreductase subunit I","NAD(P)H-quinone oxidoreductase subunit I","NADH-quinone oxidoreductase subunit I  H dehydrogenase I subunit I)","ndhI","GO:0019684;GO:0022900;GO:0005506;GO:0008137;GO:0048038;GO:0051539;GO:0031676;GO:0016651;GO:0016020","photosynthesis, light reaction;electron transport chain;iron ion binding;NADH dehydrogenase (ubiquinone) activity;quinone binding;4 iron, 4 sulfur cluster binding;plasma membrane-derived thylakoid membrane;oxidoreductase activity, acting on NAD(P)H;membrane","NAD(P)H-quinone oxidoreductase subunit I ",0,0,0,3.98531826,4.104672131,3.710613602,14.378,0,3.933534665,0,-3.933534665,3.000716067,"Downregulated","Energy and redox"
"K05592",-1.598305735,0.004617792,0,0,0,10.598,7.5619,12.092,"ATP-dependent RNA helicase DeaD","DEAD/DEAH box helicase","","","GO:0000027;GO:0070417;GO:0003723;GO:0003724;GO:0005524;GO:0003676","ribosomal large subunit assembly;cellular response to cold;RNA binding;RNA helicase activity;ATP binding;nucleic acid binding","ATP-dependent RNA helicase DeaD ",0,0,0,3.535804138,3.097930985,3.710613602,10.08396667,0,3.448116242,0,-3.448116242,2.335565593,"Downregulated","Transcription"
"K06118",-2.59677756,0.00047117,9.8554,10.871,14.641,31.795,28.087,38.475,"UDP-glucose 4-epimerase","NAD-dependent epimerase/dehydratase family protein","","","","","UDP-sulfoquinovose synthase ",3.440340982,3.569369566,3.967260849,5.03540397,4.862302601,5.302867361,32.78566667,11.78913333,5.066857977,3.658990466,-1.407867512,3.326822658,"Downregulated","Purines, pyrimidines, nucleotides"
"K06207",-2.744467003,0.000441516,0,0,0,14.838,15.124,23.085,"GTP-binding protein TypA/BipA","translational GTPase TypA","","","GO:0003924;GO:0005525","GTPase activity;GTP binding","GTP-binding protein",0,0,0,3.98531826,4.011137783,4.590063019,17.68233333,0,4.195506354,0,-4.195506354,3.355053897,"Downregulated","Translation"
"K06889",-1.412643833,0.006894563,0,0,3.9043,12.718,9.7224,7.6951,"hypothetical protein","alpha/beta fold hydrolase;alpha/beta hydrolase","","","GO:0016042;GO:0003847","lipid catabolic process;1-alkyl-2-acetylglycerophosphocholine esterase activity","uncharacterized protein",0,0,2.294047233,3.777998256,3.422555956,3.12020262,10.04516667,1.301433333,3.440252277,0.764682411,-2.675569866,2.161493229,"Downregulated","unknown"
"K08482",-5.795589046,1e-06,3.9422,0,3.9043,46.632,44.291,49.468,"Circadian clock protein kinase KaiC","circadian clock protein KaiC","","","GO:0006355;GO:0042752;GO:0000287;GO:0003677;GO:0004674;GO:0005524","regulation of DNA-templated transcription;regulation of circadian rhythm;magnesium ion binding;DNA binding;protein serine/threonine kinase activity;ATP binding","circadian clock protein KaiC",2.305153395,0,2.294047233,5.573859222,5.501152489,5.65729701,46.797,2.6155,5.57743624,1.533066876,-4.044369364,6,"Downregulated","Regulatory system and stress"
"K09458",-1.76771745,0.003135091,0,0,0,13.778,9.7224,9.8937,"3-oxoacyl-[acyl-carrier-protein] synthase 2","beta-ketoacyl-ACP synthase II","","","GO:0006633;GO:0004315;GO:0016746;GO:0016747","fatty acid biosynthetic process;3-oxoacyl-[acyl-carrier-protein] synthase activity;acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups","3-oxoacyl- synthase II ",0,0,0,3.885379129,3.422555956,3.445422138,11.13136667,0,3.584452407,0,-3.584452407,2.503749903,"Downregulated","Cell wall and signaling"
"K09667",-4.72511649,3.29489e-05,0,0,0,27.5554,33.4885,38.4761,"Beta-barrel assembly-enhancing protease;hypothetical protein;SPBc2 prophage-derived glycosyltransferase SunS","tetratricopeptide repeat protein;glycosyltransferase",";Glycosyltransferase","","GO:0005515;GO:0015979;GO:0016740","protein binding;photosynthesis;transferase activity","protein O-GlcNAc transferase ",0,0,0,4.835691689,5.108043478,5.302907562,33.17333333,0,5.082214243,0,-5.082214243,4.482158695,"Downregulated","Translation"
"K10206",-2.538060566,0.000482702,3.9422,0,0,18.017,17.284,17.589,"LL-diaminopimelate aminotransferase","LL-diaminopimelate aminotransferase","","","GO:0009058;GO:0008483;GO:0030170;GO:0003824","biosynthetic process;transaminase activity;pyridoxal phosphate binding;catalytic activity","LL-diaminopimelate aminotransferase ",2.305153395,0,0,4.249217769,4.192509819,4.216377257,17.63,1.314066667,4.219368282,0.768384465,-3.450983817,3.316321071,"Downregulated","Amino acid metabolism"
"K10697",-2.429048679,0.000540362,0,0,0,14.838,16.204,15.39,"Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","response regulator","","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator RpaA",0,0,0,3.98531826,4.104672131,4.034743949,15.47733333,0,4.041578114,0,-4.041578114,3.267314847,"Downregulated","Regulatory system and stress"
"K10960",-2.687146802,0.000461285,0,0,0,19.077,12.963,19.787,"Kynurenine 3-monooxygenase","geranylgeranyl reductase","Geranylgeranyl diphosphate reductase","chlP","GO:0015937;GO:0015979;GO:0015995;GO:0016628;GO:0045550;GO:0071949","coenzyme A biosynthetic process;photosynthesis;chlorophyll biosynthetic process;oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor;geranylgeranyl reductase activity;FAD binding","geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase ",0,0,0,4.327471806,3.803537038,4.377609657,17.27566667,0,4.1695395,0,-4.1695395,3.33603066,"Downregulated","Photosynthesis and chlorophyll"
"K11003",-2.516591223,0.000482702,8.8698,4.8317,4.8803,23.316,23.766,24.184,"Type I secretion system membrane fusion protein PrsE","HlyD family efflux transporter periplasmic adaptor subunit","","","","","membrane fusion protein, hemolysin D",3.30302085,2.543916505,2.55588976,4.603834019,4.63028897,4.654435541,23.75533333,6.193933333,4.62951951,2.800942372,-1.828577138,3.316321071,"Downregulated","Cell wall and signaling"
"K11329",-2.798434206,0.000425041,14.783,12.079,13.665,31.7945,41.0498,38.4755,"Response regulator MprA;Transcriptional regulatory protein WalR","MULTISPECIES: response regulator","","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator RpaB",3.980299551,3.709180334,3.874305166,5.035381974,5.394027034,5.302885634,37.1066,13.509,5.244098214,3.854595017,-1.389503197,3.371568985,"Downregulated","Regulatory system and stress"
"K11962",-1.416338654,0.006823723,0,0,0,9.5384,8.6421,8.7944,"Methionine import ATP-binding protein MetN 2","urea ABC transporter ATP-binding protein UrtD","","","GO:0005524","ATP binding","urea transport system ATP-binding protein",0,0,0,3.39758394,3.269347392,3.291957116,8.991633333,0,3.319629483,0,-3.319629483,2.165978597,"Downregulated","S and N metabolism"
"K12573",-3.091767387,0.000354201,0,0,0,19.077,14.043,27.482,"Ribonuclease R","RNB domain-containing ribonuclease","","","GO:0003723;GO:0004540;GO:0003676","RNA binding;ribonuclease activity;nucleic acid binding","ribonuclease R ",0,0,0,4.327471806,3.911020405,4.83197855,20.20066667,0,4.356823587,0,-4.356823587,3.450750231,"Downregulated","Transcription"
"K12574",-3.28146966,0.000331137,0,0,0,22.256,16.204,26.383,"Ribonuclease J 1","RNase J family beta-CASP ribonuclease","","","GO:0006396;GO:0090501;GO:0003723;GO:0004521;GO:0004534;GO:0008270;GO:0046872","RNA processing;RNA phosphodiester bond hydrolysis;RNA binding;endoribonuclease activity;5'-3' exoribonuclease activity;zinc ion binding;metal ion binding","ribonuclease J ",0,0,0,4.539531071,4.104672131,4.775208608,21.61433333,0,4.47313727,0,-4.47313727,3.479992634,"Downregulated","Transcription"
"K14055",-3.831990453,3.29489e-05,4.9277,0,4.8803,30.735,27.007,34.078,"hypothetical protein","universal stress protein","","","","","universal stress protein E",2.567472435,0,2.55588976,4.988002938,4.807715551,5.132494589,30.60666667,3.269333333,4.976071026,1.707787398,-3.268283627,4.482158695,"Downregulated","Regulatory system and stress"
"K16881",-1.941939842,0.001637562,0,0,0,12.718,10.803,13.192,"UTP--glucose-1-phosphate uridylyltransferase","NDP-sugar synthase","","","GO:0006011;GO:0009058;GO:0003983;GO:0016779","UDP-glucose metabolic process;biosynthetic process;UTglucose-1-phosphate uridylyltransferase activity;nucleotidyltransferase activity","mannose-1-phosphate guanylyltransferase / phosphomannomutase ",0,0,0,3.777998256,3.561081695,3.82700601,12.23766667,0,3.722028653,0,-3.722028653,2.785802307,"Downregulated","Other metabolites"
"K18855",-1.94401241,0.001637562,0,0,0,10.5982,12.9632,13.1916,"scyllo-inositol 2-dehydrogenase (NAD(+));Inositol 2-dehydrogenase;putative oxidoreductase YdgJ","Gfo/Idh/MocA family oxidoreductase","Gfo/Idh/MocA family oxidoreductase;","","GO:0000166","nucleotide binding","UDP-N-acetylglucosamine 3-dehydrogenase ",0,0,0,3.535829016,3.803557702,3.826965347,12.251,0,3.722117355,0,-3.722117355,2.785802307,"Downregulated","Cell wall and signaling"
"K18886",-1.941939842,0.001637562,0,0,0,12.718,10.803,13.192,"hypothetical protein","class I SAM-dependent methyltransferase","","","GO:0008168","methyltransferase activity","gibberellin A4 carboxyl methyltransferase ",0,0,0,3.777998256,3.561081695,3.82700601,12.23766667,0,3.722028653,0,-3.722028653,2.785802307,"Downregulated","Translation"
"K19788",-1.604541485,0.004578254,9.8554,10.871,9.7607,22.256,20.525,23.085,"Ribosome-binding ATPase YchF","redox-regulated ATPase YchF","","","GO:0005524;GO:0005525;GO:0016887","ATP binding;GTP binding;ATP hydrolysis activity","obg-like ATPase 1",3.440340982,3.569369566,3.427700025,4.539531071,4.427941333,4.590063019,21.95533333,10.16236667,4.519178474,3.479136858,-1.040041616,2.339300144,"Downregulated","Regulatory system and stress"
"K21919",-1.80538196,0.002841845,3.9422,0,0,14.8375,11.8829,10.993,"Pentapeptide repeat protein Rfr32;Secreted effector protein PipB2","conserved hypothetical protein;pentapeptide repeat-containing protein","","","","","BTB/POZ domain-containing protein KCTD9",2.305153395,0,0,3.985272714,3.687385482,3.584120683,12.57113333,1.314066667,3.752259626,0.768384465,-2.983875162,2.546399592,"Downregulated","unknown"
"K22405",-2.2134145,0.001116969,0,0,0,15.8973,12.9635,13.1916,"Putative diflavin flavoprotein A 5;Diflavin flavoprotein A 1","flavin reductase",";Flavin reductase","","GO:0009055;GO:0010181;GO:0016646","electron transfer activity;FMN binding;oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor","NADH oxidase (H2O-forming) ",0,0,0,4.078720833,3.803588698,3.826965347,14.01746667,0,3.903091626,0,-3.903091626,2.951958997,"Downregulated","Energy and redox"
"K24259",-1.598409602,0.004617792,0,0,0,9.5384,9.7224,10.993,"hypothetical protein","N-acetyl sugar amidotransferase","","","","","putative aminotransferase",0,0,0,3.39758394,3.422555956,3.584120683,10.0846,0,3.46808686,0,-3.46808686,2.335565593,"Downregulated","Amino acid metabolism"
"LKDHAOIP_00219",-2.215490924,0.001116969,0,0,0,13.778,15.124,13.192,"hypothetical protein","MULTISPECIES: hypothetical protein","","","","","hypothetical protein",0,0,0,3.885379129,4.011137783,3.82700601,14.03133333,0,3.907840974,0,-3.907840974,2.951958997,"Downregulated","unknown"
"LKDHAOIP_00261",-1.596331913,0.004617792,0,0,0,9.5384,11.883,8.7944,"hypothetical protein","Hypothetical protein SynA1528_00095","","","","","hypothetical protein",0,0,0,3.39758394,3.687396681,3.291957116,10.07193333,0,3.458979246,0,-3.458979246,2.335565593,"Downregulated","unknown"
"LKDHAOIP_00574",-1.687137062,0.003855025,12.812,0,16.593,24.376,23.766,20.887,"hypothetical protein","MBL fold metallo-hydrolase","","","","","hypothetical protein",3.787850334,0,4.13692961,4.665392771,4.63028897,4.452002316,23.00966667,9.801666667,4.582561352,2.641593315,-1.940968038,2.413972834,"Downregulated","unknown"
"LKDHAOIP_00939",-1.291908475,0.009019769,0,0,0,9.5384,7.5619,7.6951,"Protein Thf1","photosystem II biogenesis protein Psp29","","","GO:0010207;GO:0015979","photosystem II assembly;photosynthesis","Protein Thf1",0,0,0,3.39758394,3.097930985,3.12020262,8.265133333,0,3.205239182,0,-3.205239182,2.044804568,"Downregulated","Photosynthesis and chlorophyll"
"LKDHAOIP_00983",-1.595216224,0.004617792,0,0,0,10.598,10.803,8.7944,"hypothetical protein","MULTISPECIES: hypothetical protein","","","","","hypothetical protein",0,0,0,3.535804138,3.561081695,3.291957116,10.06513333,0,3.46294765,0,-3.46294765,2.335565593,"Downregulated","unknown"
"LKDHAOIP_01514",-4.108894951,3.29489e-05,0,0,0,28.615,25.926,29.681,"hypothetical protein","IMS domain-containing protein","","","","","hypothetical protein",0,0,0,4.888256181,4.750928021,4.939273601,28.074,0,4.859485934,0,-4.859485934,4.482158695,"Downregulated","unknown"
"LKDHAOIP_01543",-2.208367803,0.001151565,8.8698,0,9.7607,24.376,22.686,19.787,"hypothetical protein","DUF1254 domain-containing protein","","","","","hypothetical protein",3.30302085,0,3.427700025,4.665392771,4.565962677,4.377609657,22.283,6.210166667,4.536321702,2.243573625,-2.292748076,2.938711515,"Downregulated","unknown"
"LKDHAOIP_02012",-2.380128436,0.000629325,0,0,0,14.838,10.803,19.787,"hypothetical protein","F420-0:Gamma-glutamyl ligase","","","","","hypothetical protein",0,0,0,3.98531826,3.561081695,4.377609657,15.14266667,0,3.974669871,0,-3.974669871,3.201125328,"Downregulated","unknown"
"LKDHAOIP_02088",-2.393899353,0.000591433,16.754,13.287,15.617,39.213,35.649,31.88,"hypothetical protein","hypothetical protein","","","","","hypothetical protein",4.150072197,3.836631104,4.054588039,5.329590064,5.195701929,5.039138394,35.58066667,15.21933333,5.188143462,4.01376378,-1.174379682,3.228094242,"Downregulated","unknown"
"LKDHAOIP_02179",-2.269004423,0.000998353,0,0,0,15.897,11.883,15.39,"hypothetical protein","hypothetical protein","","","","","hypothetical protein",0,0,0,4.078695219,3.687396681,4.034743949,14.39,0,3.93361195,0,-3.93361195,3.000716067,"Downregulated","unknown"
