"KO","27L1","27L2","27L3","30L1","30L2","30L3","27R1","27R2","27R3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef"
"K02600",36.257,28.018,31.229,30.685,23.458,32.135,35.289,38.29,38.161,36.851,25.481,31.039,"Transcription termination/antitermination protein NusA","MAG: transcription elongation factor NusA","Transcription termination/antitermination protein NusA","nusA","GO:0006355;GO:0006414;GO:0031564;GO:0003700;GO:0003723;GO:0003746;GO:0005737;GO:0006353;GO:0031554","regulation of DNA-templated transcription;translational elongation;transcription antitermination;DNA-binding transcription factor activity;RNA binding;translation elongation factor activity;cytoplasm;DNA-templated transcription termination;regulation of termination of DNA-templated transcription","transcription termination/antitermination protein NusA"
"K02601",17.457,17.932,18.306,22.162,19.849,14.92,20.852,18.809,18.746,20.77,22.423,19.294,"Transcription termination/antitermination protein NusG","MAG: transcription termination/antitermination protein NusG","Transcription termination/antitermination protein NusG","nusG","GO:0031564;GO:0032784;GO:0006355;GO:0006353;GO:0006354","transcription antitermination;regulation of DNA-templated transcription elongation;regulation of DNA-templated transcription;DNA-templated transcription elongation;DNA-templated transcription termination","transcription termination/antitermination protein NusG"
"K02634",18.8,15.69,13.999,13.638,16.24,14.92,12.03,10.076,12.72,19.43,22.423,15.1,"Cytochrome f","MAG: apocytochrome f","Cytochrome f","petA","GO:0015979;GO:0022900;GO:0005506;GO:0009055;GO:0020037;GO:0031676;GO:0031361","photosynthesis;electron transport chain;iron ion binding;electron transfer activity;heme binding;plasma membrane-derived thylakoid membrane;obsolete integral component of thylakoid membrane;integral component of thylakoid membrane","apocytochrome f"
"K02635",14.772,16.811,19.383,23.866,27.067,22.953,12.832,9.4046,10.712,14.74,15.288,14.261,"Cytochrome b6","MULTISPECIES: cytochrome b6","Cytochrome b6","petB","GO:0015979;GO:0022904;GO:0045158;GO:0046872;GO:0031676;GO:0009055;GO:0016491;GO:0016020;GO:0016021","photosynthesis;respiratory electron transport chain;electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity;metal ion binding;plasma membrane-derived thylakoid membrane;electron transfer activity;oxidoreductase activity;membrane;integral component of membrane","cytochrome b6"
"K02636",0,3.3622,0,5.1142,0,9.1813,0,9.4046,11.381,12.06,17.327,17.616,"Cytochrome b6-f complex iron-sulfur subunit 1","MULTISPECIES: cytochrome b6-f complex iron-sulfur subunit","","","GO:0045158;GO:0051537;GO:0016020","electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity;2 iron, 2 sulfur cluster binding;membrane","cytochrome b6-f complex iron-sulfur subunit "
"K02637",0,0,0,3.4095,10.827,0,8.0201,0,0,0,0,0,"Cytochrome b6-f complex subunit 4","MULTISPECIES: cytochrome b6-f complex subunit IV","Cytochrome b6-f complex subunit 4","petD","GO:0009767;GO:0045156;GO:0045158;GO:0031676;GO:0009055;GO:0016491;GO:0016020;GO:0042651;GO:0016021","photosynthetic electron transport chain;electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity;electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity;plasma membrane-derived thylakoid membrane;electron transfer activity;oxidoreductase activity;membrane;thylakoid membrane;integral component of membrane","cytochrome b6-f complex subunit 4"
"K02639",0,15.69,12.922,22.162,25.262,10.329,10.426,15.4505,14.0595,10.7203,11.211,10.905,"Ferredoxin-1;Ferredoxin","ferredoxin;2Fe-2S iron-sulfur cluster-binding protein;Ferredoxin",";Ferredoxin","","GO:0051536;GO:0022900;GO:0009055;GO:0046872;GO:0051537","iron-sulfur cluster binding;electron transport chain;electron transfer activity;metal ion binding;2 iron, 2 sulfur cluster binding","ferredoxin"
"K02641",108.77,128.88,118.45,115.92,97.44,97.552,135.54,123.6,102.43,109.88,119.25,105.7,"Ferredoxin--NADP reductase","FAD-binding oxidoreductase","","","GO:0016491;GO:0030089","oxidoreductase activity;phycobilisome","ferredoxin--NADP+ reductase "
"K02652",2.6857,3.3622,3.2305,0,0,0,1.604,6.7176,7.3645,9.3802,4.0769,5.8721,"Type II secretion system protein E","MAG: general secretion pathway protein GspE","","","","","type IV pilus assembly protein PilB"
"K02663",2.6857,0,0,0,0,0,1.604,2.687,2.678,2.01,0,2.5166,"hypothetical protein","MAG: hypothetical protein DCO99_06045","","","","","type IV pilus assembly protein PilN"
"K02666",0,5.6036,5.3842,0,0,9.1813,6.4161,12.763,14.059,10.05,7.1346,10.067,"Type II secretion system protein D","MAG: general secretion pathway protein GspD","General secretion pathway protein GspD","","GO:0009306","protein secretion","type IV pilus assembly protein PilQ"
"K02669",12.086,14.569,11.845,15.343,10.827,14.92,8.8221,7.3893,6.695,18.76,12.231,15.1,"Twitching mobility protein","MAG: twitching motility protein PilT;MAG: type IV pili twitching motility protein PilT","Twitching motility protein PilT;Type IV pili twitching motility protein PilT","","GO:0005524","ATP binding","twitching motility protein PilT"
"K02689",76.543,60.519,49.535,86.941,90.223,63.122,60.151,55.084,38.161,55.611,69.307,62.077,"Photosystem I P700 chlorophyll a apoprotein A1","photosystem I core protein PsaA","","","GO:0015979;GO:0046872;GO:0009579;GO:0016020","photosynthesis;metal ion binding;thylakoid;membrane","photosystem I P700 chlorophyll a apoprotein A1"
"K02690",61.772,40.346,41.997,64.78,73.983,58.531,58.547,43.664,44.856,28.141,56.057,61.238,"Photosystem I P700 chlorophyll a apoprotein A2","photosystem I core protein PsaB","","","GO:0015979;GO:0009522;GO:0009579;GO:0016020","photosynthesis;photosystem I;thylakoid;membrane","photosystem I P700 chlorophyll a apoprotein A2"
"K02691",12.086,10.087,10.768,20.457,18.045,12.624,17.644,12.092,12.051,16.08,29.558,20.972,"Photosystem I iron-sulfur center","photosystem I iron-sulfur center subunit VII","Photosystem I iron-sulfur center","psaC","GO:0009773;GO:0009055;GO:0046872;GO:0051539;GO:0009522;GO:0031676;GO:0015979;GO:0042651","photosynthetic electron transport in photosystem I;electron transfer activity;metal ion binding;4 iron, 4 sulfur cluster binding;photosystem I;plasma membrane-derived thylakoid membrane;photosynthesis;thylakoid membrane","photosystem I subunit VII"
"K02692",21.486,13.449,16.153,22.162,19.849,18.363,32.081,26.87,25.441,37.521,42.807,30.2,"Photosystem I reaction center subunit II","MULTISPECIES: photosystem I reaction center subunit II","","","GO:0015979;GO:0009538;GO:0009522","photosynthesis;photosystem I reaction center;photosystem I","photosystem I subunit II"
"K02693",0,3.3622,3.2305,0,0,0,0,8.0611,7.3645,6.7001,6.1154,4.1944,"Photosystem I reaction center subunit IV","MULTISPECIES: photosystem I reaction center subunit IV","Photosystem I reaction center subunit IV","psaE","GO:0015979;GO:0009538;GO:0031676;GO:0009522","photosynthesis;photosystem I reaction center;plasma membrane-derived thylakoid membrane;photosystem I","photosystem I subunit IV"
"K02694",12.086,10.087,9.6916,17.047,18.045,20.658,36.893,30.229,28.788,27.471,27.519,40.266,"Photosystem I reaction center subunit III","MULTISPECIES: photosystem I reaction center subunit III","","","GO:0015979;GO:0009538;GO:0009522","photosynthesis;photosystem I reaction center;photosystem I","photosystem I subunit III"
"K02699",40.286,39.226,36.613,46.028,52.329,37.873,33.685,20.153,22.093,25.461,38.731,35.233,"Photosystem I reaction center subunit XI","MULTISPECIES: hypothetical protein","","","GO:0015979;GO:0009538;GO:0009522","photosynthesis;photosystem I reaction center;photosystem I","photosystem I subunit XI"
"K02703",38.943,42.588,43.074,44.323,45.111,43.611,46.517,47.695,42.178,42.881,38.731,51.172,"Photosystem II protein D1 1","MULTISPECIES: photosystem II q(b) protein","","","GO:0009772;GO:0045156;GO:0019684;GO:0009055","photosynthetic electron transport in photosystem II;electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity;photosynthesis, light reaction;electron transfer activity","photosystem II P680 reaction center D1 protein "
"K02704",111.46,114.31,113.07,146.61,153.38,121.65,117.9,96.733,89.713,84.422,106,98.149,"Photosystem II CP47 reaction center protein","MULTISPECIES: photosystem II chlorophyll-binding protein CP47","","","GO:0009772;GO:0016168;GO:0045156;GO:0009523;GO:0009767;GO:0015979;GO:0019684;GO:0009521;GO:0016020","photosynthetic electron transport in photosystem II;chlorophyll binding;electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity;photosystem II;photosynthetic electron transport chain;photosynthesis;photosynthesis, light reaction;photosystem;membrane","photosystem II CP47 chlorophyll apoprotein"
"K02705",69.829,68.365,67.841,95.465,90.223,75.746,68.973,58.443,65.611,50.921,58.096,56.205,"Photosystem II CP43 reaction center protein","MULTISPECIES: photosystem II reaction center protein CP43","","","GO:0009772;GO:0016168;GO:0045156;GO:0009523;GO:0009767;GO:0015979;GO:0019684;GO:0009521;GO:0016020","photosynthetic electron transport in photosystem II;chlorophyll binding;electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity;photosystem II;photosynthetic electron transport chain;photosynthesis;photosynthesis, light reaction;photosystem;membrane","photosystem II CP43 chlorophyll apoprotein"
"K02706",25.514,36.984,34.459,47.732,50.525,40.168,39.299,20.824,18.076,20.1,29.558,26.844,"Photosystem II D2 protein","photosystem II D2 protein (photosystem q(a) protein)","","","GO:0009772;GO:0045156;GO:0019684","photosynthetic electron transport in photosystem II;electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity;photosynthesis, light reaction","photosystem II P680 reaction center D2 protein "
"K02716",87.286,104.23,105.53,117.63,128.12,97.552,113.08,106.14,99.086,86.432,84.596,88.921,"Photosystem II manganese-stabilizing polypeptide","MAG: Photosystem II manganese-stabilizing polypeptide","Photosystem II manganese-stabilizing polypeptide","","GO:0010207;GO:0042549;GO:0010242;GO:0009654","photosystem II assembly;photosystem II stabilization;oxygen evolving activity;photosystem II oxygen evolving complex","photosystem II oxygen-evolving enhancer protein 1"
"K02717",0,15.69,11.845,8.5237,0,10.329,5.6141,10.076,9.373,12.06,12.231,12.583,"hypothetical protein","MAG: photosystem II oxygen evolving complex protein PsbP","Photosystem II oxygen evolving complex protein PsbP","","GO:0015979;GO:0005509;GO:0009654;GO:0019898;GO:0009523","photosynthesis;calcium ion binding;photosystem II oxygen evolving complex;extrinsic component of membrane;photosystem II","photosystem II oxygen-evolving enhancer protein 2"
"K02719",0,16.811,9.6916,15.343,10.827,10.329,7.2181,10.076,12.051,14.74,25.481,16.778,"Photosystem II 12 kDa extrinsic protein","MULTISPECIES: photosystem II complex extrinsic protein PsbU","","","GO:0042549;GO:0009654;GO:0019898;GO:0015979;GO:0009523","photosystem II stabilization;photosystem II oxygen evolving complex;extrinsic component of membrane;photosynthesis;photosystem II","photosystem II PsbU protein"
"K02720",21.486,17.932,18.306,17.047,23.458,18.363,14.436,11.42,8.7035,19.43,27.519,21.811,"Cytochrome c-550","MULTISPECIES: photosystem II cytochrome c-550","","","GO:0015979;GO:0022904;GO:0005506;GO:0009055;GO:0020037;GO:0009523;GO:0042651","photosynthesis;respiratory electron transport chain;iron ion binding;electron transfer activity;heme binding;photosystem II;thylakoid membrane","photosystem II cytochrome c550"
"K02825",4.0286,3.3622,0,3.4095,0,4.5907,4.0101,2.0153,0,6.0301,7.1346,5.0333,"Bifunctional protein pyrR","bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR","","","","","pyrimidine operon attenuation protein / uracil phosphoribosyltransferase "
"K02834",0,2.2415,2.1537,0,0,0,4.0101,1.3435,0,3.3501,5.0961,4.1944,"Ribosome-binding factor A","30S ribosome-binding factor RbfA","","","GO:0006364","rRNA processing","ribosome-binding factor A"
"K02836",0,2.2415,7.5379,0,0,3.443,4.8121,8.0611,6.695,7.3702,0,5.0333,"Peptide chain release factor 2","MAG: peptide chain release factor 2","Peptide chain release factor 2","prfB","GO:0006415;GO:0016149;GO:0005737;GO:0003747","translational termination;translation release factor activity, codon specific;cytoplasm;translation release factor activity","peptide chain release factor 2"
"K02837",0,0,0,0,0,0,0,4.7023,2.0085,3.3501,2.0385,0,"Peptide chain release factor 3","peptide chain release factor 3","","","GO:0006415;GO:0003924;GO:0005525;GO:0005737","translational termination;GTPase activity;GTP binding;cytoplasm","peptide chain release factor 3"
"K02838",22.829,28.018,21.537,20.457,16.24,21.806,20.05,21.496,19.415,28.141,31.596,25.166,"Ribosome-recycling factor","MULTISPECIES: ribosome recycling factor","","","GO:0006412","translation","ribosome recycling factor"
"K02863",45.658,33.622,32.305,28.98,30.676,30.987,45.715,34.26,30.127,30.821,35.673,40.266,"50S ribosomal protein L1","50S ribosomal protein L1","","","GO:0006412;GO:0003723;GO:0003735;GO:0015934","translation;RNA binding;structural constituent of ribosome;large ribosomal subunit","large subunit ribosomal protein L1"
"K02864",6.7143,4.4829,5.3842,0,0,5.7383,4.0101,0,0,4.6901,5.0961,0,"50S ribosomal protein L10","MAG: 50S ribosomal protein L10","50S ribosomal protein L10","rplJ","GO:0006412;GO:0070180;GO:0005840;GO:1990904","translation;large ribosomal subunit rRNA binding;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L10"
"K02867",9.4001,4.4829,3.2305,8.5237,7.2178,4.5907,16.04,11.42,10.042,9.3802,10.192,8.3888,"50S ribosomal protein L11","MULTISPECIES: 50S ribosomal protein L11","50S ribosomal protein L11","rplK","GO:0006412;GO:0003735;GO:0070180;GO:0005840;GO:1990904","translation;structural constituent of ribosome;large ribosomal subunit rRNA binding;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L11"
"K02871",28.2,17.932,21.537,23.866,28.871,16.067,25.664,20.824,22.763,20.77,23.442,20.972,"50S ribosomal protein L13","MULTISPECIES: 50S ribosomal protein L13","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L13"
"K02874",13.429,13.449,12.922,10.228,12.631,10.329,12.832,8.0611,9.373,10.72,8.1538,9.2277,"50S ribosomal protein L14","MAG: 50S ribosomal protein L14","50S ribosomal protein L14","rplN","GO:0006412;GO:0003735;GO:0019843;GO:0015934;GO:0005840","translation;structural constituent of ribosome;rRNA binding;large ribosomal subunit;ribosome","large subunit ribosomal protein L14"
"K02876",28.2,17.932,22.614,27.276,23.458,17.215,24.862,20.824,22.763,29.481,32.615,32.716,"50S ribosomal protein L15","MULTISPECIES: 50S ribosomal protein L15","","","GO:0006412;GO:0003735;GO:0015934;GO:0005840","translation;structural constituent of ribosome;large ribosomal subunit;ribosome","large subunit ribosomal protein L15"
"K02878",0,0,0,0,0,0,0,6.0458,0,0,0,8.3888,"50S ribosomal protein L16","MULTISPECIES: 50S ribosomal protein L16","","","GO:0006412;GO:0003735;GO:0019843;GO:0005840","translation;structural constituent of ribosome;rRNA binding;ribosome","large subunit ribosomal protein L16"
"K02881",0,0,0,0,0,0,8.0201,8.0611,7.3645,7.3702,0,0,"50S ribosomal protein L18","MULTISPECIES: 50S ribosomal protein L18","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L18"
"K02884",36.257,32.501,29.075,37.504,39.698,29.839,44.913,33.588,23.432,28.811,24.461,31.877,"50S ribosomal protein L19","MULTISPECIES: 50S ribosomal protein L19","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L19"
"K02886",16.114,12.328,15.076,22.162,21.653,19.51,23.258,36.275,37.492,32.161,23.442,25.166,"50S ribosomal protein L2","MULTISPECIES: 50S ribosomal protein L2","","","GO:0006412;GO:0003723;GO:0003735;GO:0016740;GO:0015934;GO:0005840","translation;RNA binding;structural constituent of ribosome;transferase activity;large ribosomal subunit;ribosome","large subunit ribosomal protein L2"
"K02887",21.486,20.173,20.46,22.162,23.458,20.658,24.06,8.7328,6.695,10.05,23.442,20.133,"50S ribosomal protein L20","MULTISPECIES: 50S ribosomal protein L20","","","GO:0006412;GO:0003735;GO:0019843;GO:0005840","translation;structural constituent of ribosome;rRNA binding;ribosome","large subunit ribosomal protein L20"
"K02888",8.0572,4.4829,7.5379,0,0,4.5907,5.6141,4.7023,0,4.6901,0,5.0333,"50S ribosomal protein L21","50S ribosomal protein L21","","","GO:0006412;GO:0003723;GO:0003735;GO:0005840","translation;RNA binding;structural constituent of ribosome;ribosome","large subunit ribosomal protein L21"
"K02890",0,5.6036,3.2305,0,0,0,0,2.0153,3.3475,5.3601,0,2.5166,"50S ribosomal protein L22","MULTISPECIES: 50S ribosomal protein L22","","","GO:0006412;GO:0003735;GO:0015934;GO:0005840","translation;structural constituent of ribosome;large ribosomal subunit;ribosome","large subunit ribosomal protein L22"
"K02892",21.486,15.69,17.23,17.047,23.458,19.51,16.04,15.45,18.076,15.41,21.404,16.778,"50S ribosomal protein L23","MULTISPECIES: 50S ribosomal protein L23","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L23"
"K02895",14.772,12.328,10.768,13.638,10.827,9.1813,16.04,13.435,6.0255,10.05,13.25,15.939,"50S ribosomal protein L24","50S ribosomal protein L24","","","GO:0006412;GO:0003723;GO:0003735;GO:0005840","translation;RNA binding;structural constituent of ribosome;ribosome","large subunit ribosomal protein L24"
"K02899",9.4001,8.9658,7.5379,11.933,10.827,10.329,11.228,8.0611,6.695,6.7001,8.1538,7.5499,"50S ribosomal protein L27","MULTISPECIES: 50S ribosomal protein L27","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L27"
"K02904",0,0,0,0,0,0,0,2.0153,0,2.01,4.0769,0,"50S ribosomal protein L29","MULTISPECIES: 50S ribosomal protein L29","50S ribosomal protein L29","rpmC","GO:0006412;GO:0003735;GO:0005840;GO:1990904","translation;structural constituent of ribosome;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L29"
"K02906",49.686,29.139,33.382,40.914,57.742,30.987,43.309,32.244,31.466,26.131,24.461,31.877,"50S ribosomal protein L3","MULTISPECIES: 50S ribosomal protein L3","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L3"
"K02926",28.2,20.173,23.691,23.866,28.871,22.953,22.456,16.122,14.729,17.42,23.442,24.327,"50S ribosomal protein L4","MULTISPECIES: 50S ribosomal protein L4","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L4"
"K02931",40.286,32.501,26.921,46.028,46.916,35.578,39.299,18.137,17.407,27.471,35.673,30.2,"50S ribosomal protein L5","MULTISPECIES: 50S ribosomal protein L5","50S ribosomal protein L5","rplE","GO:0006412;GO:0000049;GO:0003735;GO:0019843;GO:0005840;GO:1990904","translation;tRNA binding;structural constituent of ribosome;rRNA binding;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L5"
"K02933",37.6,35.863,29.075,39.209,46.916,33.282,35.289,30.901,32.136,23.451,34.654,31.039,"50S ribosomal protein L6","MULTISPECIES: 50S ribosomal protein L6","","","GO:0006412;GO:0003735;GO:0019843;GO:0005840","translation;structural constituent of ribosome;rRNA binding;ribosome","large subunit ribosomal protein L6"
"K02935",9.4001,7.8451,7.5379,6.8189,7.2178,9.1813,8.0201,6.7176,6.695,8.0402,13.25,9.2277,"50S ribosomal protein L7/L12","MULTISPECIES: 50S ribosomal protein L7/L12","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L7/L12"
"K02939",20.143,19.052,16.153,17.047,14.436,13.772,24.06,14.107,18.076,14.74,21.404,15.939,"50S ribosomal protein L9","MULTISPECIES: 50S ribosomal protein L9","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L9"
"K02945",108.772,86.296,90.455,80.123,106.463,78.041,117.094,88,81.009,60.9712,80.519,81.372,"30S ribosomal protein S1","MAG: 30S ribosomal protein S1;30S ribosomal protein S1","30S ribosomal protein S1;","","GO:0003676;GO:0005840","nucleic acid binding;ribosome","small subunit ribosomal protein S1"
"K02946",28.2,14.569,17.23,17.047,14.436,17.215,20.05,13.435,14.729,18.09,27.519,20.972,"30S ribosomal protein S10","MULTISPECIES: 30S ribosomal protein S10","30S ribosomal protein S10","rpsJ","GO:0006412;GO:0000049;GO:0003735;GO:0005840;GO:1990904","translation;tRNA binding;structural constituent of ribosome;ribosome;ribonucleoprotein complex","small subunit ribosomal protein S10"
"K02948",8.0572,8.9658,6.4611,8.5237,9.0223,5.7383,8.0201,4.0305,8.034,9.3802,9.173,9.2277,"30S ribosomal protein S11","MULTISPECIES: 30S ribosomal protein S11","30S ribosomal protein S11","rpsK","GO:0006412;GO:0003735;GO:0019843;GO:0005840;GO:1990904","translation;structural constituent of ribosome;rRNA binding;ribosome;ribonucleoprotein complex","small subunit ribosomal protein S11"
"K02952",20.143,17.932,11.845,18.752,23.458,19.51,24.06,16.122,18.076,17.42,20.385,23.489,"30S ribosomal protein S13","MULTISPECIES: 30S ribosomal protein S13","","","GO:0006412;GO:0003723;GO:0003735;GO:0005840;GO:0003676","translation;RNA binding;structural constituent of ribosome;ribosome;nucleic acid binding","small subunit ribosomal protein S13"
"K02954",5.3715,0,0,0,0,0,0,2.687,0,2.6801,3.0577,1.6778,"30S ribosomal protein S14","MULTISPECIES: 30S ribosomal protein S14","30S ribosomal protein S14","rpsN","GO:0006412;GO:0003735;GO:0019843;GO:0005737;GO:0005840;GO:1990904","translation;structural constituent of ribosome;rRNA binding;cytoplasm;ribosome;ribonucleoprotein complex","small subunit ribosomal protein S14"
"K02959",13.429,21.294,18.306,17.047,19.849,17.215,17.644,16.122,13.39,16.75,19.365,16.778,"30S ribosomal protein S16","MULTISPECIES: 30S ribosomal protein S16","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","small subunit ribosomal protein S16"
"K02965",0,0,0,0,0,0,0,0,1.339,16.75,5.0961,0,"30S ribosomal protein S19","MULTISPECIES: 30S ribosomal protein S19","30S ribosomal protein S19","rpsS","GO:0006412;GO:0003723;GO:0003735;GO:0015935;GO:0005840;GO:0005737;GO:0019843","translation;RNA binding;structural constituent of ribosome;small ribosomal subunit;ribosome;cytoplasm;rRNA binding","small subunit ribosomal protein S19"
"K02967",51.029,44.829,48.458,46.028,45.111,44.759,64.161,42.321,40.17,41.541,43.827,49.494,"30S ribosomal protein S2","MULTISPECIES: 30S ribosomal protein S2","","","GO:0006412;GO:0003735;GO:0015935;GO:0005840","translation;structural constituent of ribosome;small ribosomal subunit;ribosome","small subunit ribosomal protein S2"
"K02982",42.972,35.863,39.843,39.209,37.893,26.396,44.111,42.321,34.814,34.841,36.692,41.105,"30S ribosomal protein S3","MULTISPECIES: 30S ribosomal protein S3","","","GO:0006412;GO:0003723;GO:0003735","translation;RNA binding;structural constituent of ribosome","small subunit ribosomal protein S3"
"K02986",40.286,49.312,46.304,44.323,41.502,44.759,45.715,37.618,26.78,34.841,43.827,37.75,"30S ribosomal protein S4","MULTISPECIES: 30S ribosomal protein S4","","","GO:0006412;GO:0003735;GO:0019843;GO:0015935;GO:0003723","translation;structural constituent of ribosome;rRNA binding;small ribosomal subunit;RNA binding","small subunit ribosomal protein S4"
"K02988",48.343,30.26,30.152,34.095,39.698,30.987,32.883,26.87,24.771,23.451,33.634,31.039,"30S ribosomal protein S5","MULTISPECIES: 30S ribosomal protein S5","","","GO:0006412;GO:0003723;GO:0003735;GO:0015935;GO:0005840","translation;RNA binding;structural constituent of ribosome;small ribosomal subunit;ribosome","small subunit ribosomal protein S5"
"K02990",0,0,0,0,0,0,2.406,2.0153,5.356,2.6801,9.173,3.3555,"30S ribosomal protein S6","MULTISPECIES: 30S ribosomal protein S6","","","GO:0006412;GO:0003735;GO:0019843;GO:0005840","translation;structural constituent of ribosome;rRNA binding;ribosome","small subunit ribosomal protein S6"
"K02992",8.0572,20.173,20.46,11.933,18.045,20.658,19.248,18.809,20.754,23.451,36.692,23.489,"30S ribosomal protein S7","MULTISPECIES: 30S ribosomal protein S7","30S ribosomal protein S7","rpsG","GO:0006412;GO:0000049;GO:0003735;GO:0019843;GO:0015935;GO:0003723","translation;tRNA binding;structural constituent of ribosome;rRNA binding;small ribosomal subunit;RNA binding","small subunit ribosomal protein S7"
"K02996",14.772,11.207,10.768,17.047,18.045,12.624,8.0201,7.3893,7.3645,9.3802,10.192,9.2277,"30S ribosomal protein S9","MULTISPECIES: 30S ribosomal protein S9","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","small subunit ribosomal protein S9"
"K03040",73.858,68.365,65.688,73.303,68.569,58.531,74.587,55.084,49.543,49.581,59.115,54.527,"DNA-directed RNA polymerase subunit alpha","MAG: DNA-directed RNA polymerase subunit alpha","DNA-directed RNA polymerase subunit alpha","rpoA","GO:0006351;GO:0003677;GO:0003899;GO:0046983;GO:0000428;GO:0005737","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;protein dimerization activity;DNA-directed RNA polymerase complex;cytoplasm","DNA-directed RNA polymerase subunit alpha "
"K03043",87.286,93.021,103.38,81.827,83.005,90.666,128.32,126.29,123.86,106.53,88.673,111.57,"DNA-directed RNA polymerase subunit beta","DNA-directed RNA polymerase subunit beta","","","GO:0006351;GO:0003677;GO:0003899;GO:0032549","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;ribonucleoside binding","DNA-directed RNA polymerase subunit beta "
"K03046",225.605,208.454,213.215,204.569,212.928,196.25,271.077,231.089,207.545,180.231,201.809,215.594,"DNA-directed RNA polymerase subunit beta'","MULTISPECIES: DNA-directed RNA polymerase subunit gamma;MAG: DNA-directed RNA polymerase subunit beta''",";DNA-directed RNA polymerase subunit beta'",";rpoC2","GO:0006351;GO:0003677;GO:0003899;GO:0008270;GO:0000428","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;zinc ion binding;DNA-directed RNA polymerase complex","DNA-directed RNA polymerase subunit beta' "
"K03070",41.629,40.346,35.536,23.866,25.262,43.611,47.319,55.756,58.246,41.541,36.692,40.266,"Protein translocase subunit SecA","MAG: preprotein translocase subunit SecA","Protein translocase subunit SecA","secA","GO:0006605;GO:0017038;GO:0065002;GO:0005524;GO:0031676;GO:0006886;GO:0016020","protein targeting;protein import;intracellular protein transmembrane transport;ATP binding;plasma membrane-derived thylakoid membrane;intracellular protein transport;membrane","preprotein translocase subunit SecA "
"K03072",20.143,14.569,22.614,27.276,27.067,21.806,24.06,20.153,22.763,25.461,20.385,22.65,"Protein translocase subunit SecD","MAG: protein translocase subunit SecD","Protein translocase subunit SecD","secD","GO:0006605;GO:0043952;GO:0065002;GO:0015450;GO:0005886;GO:0006886;GO:0055085;GO:0022857;GO:0016020;GO:0016021","protein targeting;protein transport by the Sec complex;intracellular protein transmembrane transport;protein-transporting ATPase activity;plasma membrane;intracellular protein transport;transmembrane transport;transmembrane transporter activity;membrane;integral component of membrane","preprotein translocase subunit SecD"
"K03074",8.0572,7.8451,6.4611,6.8189,7.2178,8.0337,6.4161,0,4.017,6.0301,5.0961,5.0333,"Protein translocase subunit SecF","MAG: protein translocase subunit SecF","Protein translocase subunit SecF","","GO:0006886;GO:0071806;GO:0015450;GO:0005886;GO:0016021","intracellular protein transport;protein transmembrane transport;protein-transporting ATPase activity;plasma membrane;integral component of membrane","preprotein translocase subunit SecF"
"K03076",0,0,0,0,0,0,3.2081,6.0458,5.356,6.7001,0,0,"Protein translocase subunit SecY","MULTISPECIES: preprotein translocase subunit SecY","","","GO:0015031;GO:0016020","protein transport;membrane","preprotein translocase subunit SecY"
