"KO","27L1","27L2","27L3","30L1","30L2","30L3","27R1","27R2","27R3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef"
"K02871",30.497,31.312,35.683,34.494,47.109,36.115,28.615,29.167,28.582,30.794,30.565,28.719,"50S ribosomal protein L13","MULTISPECIES: 50S ribosomal protein L13","50S ribosomal protein L13","rplM","GO:0006412;GO:0003735;GO:0005840;GO:1990904","translation;structural constituent of ribosome;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L13"
"K02874",10.764,17.893,14.964,18.725,22.95,17.569,28.615,25.926,23.085,27.907,27.946,26.51,"50S ribosomal protein L14","MULTISPECIES: 50S ribosomal protein L14","50S ribosomal protein L14","rplN","GO:0006412;GO:0003735;GO:0019843;GO:0015934;GO:0005840","translation;structural constituent of ribosome;rRNA binding;large ribosomal subunit;ribosome","large subunit ribosomal protein L14"
"K02876",8.9697,12.525,13.813,16.754,19.327,13.665,18.017,20.525,20.887,25.02,20.959,17.673,"50S ribosomal protein L15","50S ribosomal protein L15","","","GO:0006412;GO:0003735;GO:0015934;GO:0005840","translation;structural constituent of ribosome;large ribosomal subunit;ribosome","large subunit ribosomal protein L15"
"K02878",0,16.104,0,19.711,19.327,9.7607,25.436,24.846,18.688,29.832,23.579,22.092,"50S ribosomal protein L16","MULTISPECIES: 50S ribosomal protein L16","50S ribosomal protein L16","rplP","GO:0006412;GO:0000049;GO:0003735;GO:0019843;GO:0005840;GO:1990904","translation;tRNA binding;structural constituent of ribosome;rRNA binding;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L16"
"K02879",14.351,15.209,13.813,13.798,16.911,9.7607,9.5384,14.043,10.993,14.435,14.846,12.15,"50S ribosomal protein L17","50S ribosomal protein L17","50S ribosomal protein L17","rplQ","GO:0006412;GO:0003735;GO:0005840;GO:1990904","translation;structural constituent of ribosome;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L17"
"K02881",11.661,12.525,0,0,0,0,14.838,15.124,14.291,15.397,14.846,17.673,"50S ribosomal protein L18","MULTISPECIES: 50S ribosomal protein L18","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L18"
"K02884",40.364,46.521,44.891,53.219,62.812,52.708,36.034,33.488,34.078,38.492,34.059,40.869,"50S ribosomal protein L19","50S ribosomal protein L19","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L19"
"K02886",15.248,15.209,16.115,18.725,27.782,19.521,28.615,31.328,32.979,32.718,30.565,30.928,"50S ribosomal protein L2","50S ribosomal protein L2","","","GO:0006412;GO:0003723;GO:0003735;GO:0016740;GO:0015934;GO:0005840","translation;RNA binding;structural constituent of ribosome;transferase activity;large ribosomal subunit;ribosome","large subunit ribosomal protein L2"
"K02887",19.733,22.366,21.87,22.667,28.99,22.45,15.897,11.883,12.092,13.472,12.226,16.569,"50S ribosomal protein L20","MULTISPECIES: 50S ribosomal protein L20","50S ribosomal protein L20","rplT","GO:0000027;GO:0006412;GO:0003735;GO:0019843;GO:0005840;GO:1990904","ribosomal large subunit assembly;translation;structural constituent of ribosome;rRNA binding;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L20"
"K02888",34.982,37.575,46.042,50.262,61.604,47.827,26.496,28.087,31.88,25.982,20.959,30.928,"50S ribosomal protein L21","MULTISPECIES: 50S ribosomal protein L21","50S ribosomal protein L21","rplU","GO:0006412;GO:0003735;GO:0019843;GO:0005737;GO:0005840;GO:1990904;GO:0003723","translation;structural constituent of ribosome;rRNA binding;cytoplasm;ribosome;ribonucleoprotein complex;RNA binding","large subunit ribosomal protein L21"
"K02890",0,0,0,0,0,0,12.718,17.284,9.8937,20.208,19.213,14.359,"50S ribosomal protein L22","50S ribosomal protein L22","","","GO:0006412;GO:0003735;GO:0015934;GO:0005840","translation;structural constituent of ribosome;large ribosomal subunit;ribosome","large subunit ribosomal protein L22"
"K02892",32.291,32.207,33.38,39.422,44.693,35.138,34.974,36.729,36.277,39.455,35.805,43.078,"50S ribosomal protein L23","MULTISPECIES: 50S ribosomal protein L23","50S ribosomal protein L23","rplW","GO:0006412;GO:0003735;GO:0019843;GO:0005840;GO:1990904","translation;structural constituent of ribosome;rRNA binding;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L23"
"K02895",21.527,21.471,28.776,24.638,32.614,27.33,22.256,18.365,17.589,19.246,15.719,19.882,"50S ribosomal protein L24","50S ribosomal protein L24","","","GO:0006412;GO:0003723;GO:0003735;GO:0005840","translation;RNA binding;structural constituent of ribosome;ribosome","large subunit ribosomal protein L24"
"K02899",17.939,25.05,20.719,28.581,32.614,23.426,19.077,21.605,15.39,27.907,24.452,25.405,"50S ribosomal protein L27","MULTISPECIES: 50S ribosomal protein L27","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L27"
"K02902",18.836,17.893,19.568,24.638,28.99,25.378,8.4786,6.4816,8.7944,8.6608,7.8597,9.9412,"50S ribosomal protein L28","50S ribosomal protein L28","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L28"
"K02904",16.145,10.736,16.115,10.841,7.2475,9.7607,7.4188,7.5619,7.6951,6.7362,6.1131,9.9412,"50S ribosomal protein L29","MULTISPECIES: 50S ribosomal protein L29","50S ribosomal protein L29","rpmC","GO:0006412;GO:0003735;GO:0005840;GO:1990904","translation;structural constituent of ribosome;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L29"
"K02906",26.012,33.102,31.078,36.465,30.198,28.306,37.094,35.649,35.177,36.568,27.946,36.451,"50S ribosomal protein L3","50S ribosomal protein L3","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L3"
"K02926",39.467,46.521,34.531,51.248,54.356,45.875,30.735,29.167,31.88,31.756,28.819,28.719,"50S ribosomal protein L4","50S ribosomal protein L4","50S ribosomal protein L4","rplD","GO:0006412;GO:0003735;GO:0019843;GO:0005737;GO:0005840;GO:1990904","translation;structural constituent of ribosome;rRNA binding;cytoplasm;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L4"
"K02931",47.539,47.416,50.646,55.19,65.228,55.636,56.171,59.415,59.362,56.776,48.031,60.752,"50S ribosomal protein L5","MULTISPECIES: 50S ribosomal protein L5","50S ribosomal protein L5","rplE","GO:0006412;GO:0000049;GO:0003735;GO:0019843;GO:0005840;GO:1990904","translation;tRNA binding;structural constituent of ribosome;rRNA binding;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L5"
"K02933",50.23,55.468,43.74,74.901,54.356,62.468,50.871,56.174,48.369,54.852,48.031,56.333,"50S ribosomal protein L6","50S ribosomal protein L6","","","GO:0006412;GO:0003735;GO:0019843;GO:0005840","translation;structural constituent of ribosome;rRNA binding;ribosome","large subunit ribosomal protein L6"
"K02935",52.024,42.943,77.12,69.973,91.802,72.229,29.675,31.328,28.582,29.832,25.326,36.451,"50S ribosomal protein L7/L12","MULTISPECIES: 50S ribosomal protein L7/L12","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L7/L12"
"K02939",26.012,21.471,21.87,33.508,18.119,19.521,30.735,30.247,31.88,27.907,26.199,35.346,"50S ribosomal protein L9","50S ribosomal protein L9","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L9"
"K02945",78.036,82.307,95.537,116.2966,134.08,113.22,86.906,105.866,95.639,101.042,94.316,107.144,"30S ribosomal protein S1","S1 RNA-binding domain-containing protein;30S ribosomal protein S1","","","GO:0003676","nucleic acid binding","small subunit ribosomal protein S1"
"K02946",22.424,27.734,18.417,21.682,27.782,26.354,36.034,39.97,42.873,35.605,34.059,37.556,"30S ribosomal protein S10","MULTISPECIES: 30S ribosomal protein S10","30S ribosomal protein S10","rpsJ","GO:0006412;GO:0000049;GO:0003735;GO:0005840;GO:1990904","translation;tRNA binding;structural constituent of ribosome;ribosome;ribonucleoprotein complex","small subunit ribosomal protein S10"
"K02948",17.939,20.577,21.87,28.581,32.614,26.354,15.897,15.124,13.192,13.472,13.099,19.882,"30S ribosomal protein S11","MULTISPECIES: 30S ribosomal protein S11","30S ribosomal protein S11","rpsK","GO:0006412;GO:0003735;GO:0019843;GO:0005840;GO:1990904","translation;structural constituent of ribosome;rRNA binding;ribosome;ribonucleoprotein complex","small subunit ribosomal protein S11"
"K02952",17.939,16.104,24.172,24.638,43.485,29.282,26.496,28.087,26.383,30.794,25.326,25.405,"30S ribosomal protein S13","30S ribosomal protein S13","30S ribosomal protein S13","rpsM","GO:0006412;GO:0000049;GO:0003735;GO:0019843;GO:0005840;GO:1990904;GO:0003676;GO:0003723","translation;tRNA binding;structural constituent of ribosome;rRNA binding;ribosome;ribonucleoprotein complex;nucleic acid binding;RNA binding","small subunit ribosomal protein S13"
"K02954",8.9697,12.525,6.9063,12.812,15.703,13.665,0,0,21.986,0,20.086,22.092,"30S ribosomal protein S14","MULTISPECIES: 30S ribosomal protein S14","30S ribosomal protein S14","rpsN","GO:0006412;GO:0003735;GO:0019843;GO:0005737;GO:0005840;GO:1990904","translation;structural constituent of ribosome;rRNA binding;cytoplasm;ribosome;ribonucleoprotein complex","small subunit ribosomal protein S14"
"K02959",0,11.63,9.2084,10.841,16.911,9.7607,13.778,11.883,12.092,10.585,9.6063,12.15,"30S ribosomal protein S16","30S ribosomal protein S16","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","small subunit ribosomal protein S16"
"K02961",8.9697,12.525,0,9.8554,7.2475,8.7846,12.718,14.043,13.192,14.435,13.973,15.464,"30S ribosomal protein S17","MULTISPECIES: 30S ribosomal protein S17","30S ribosomal protein S17","rpsQ","GO:0006412;GO:0003735;GO:0019843;GO:0005840;GO:1990904","translation;structural constituent of ribosome;rRNA binding;ribosome;ribonucleoprotein complex","small subunit ribosomal protein S17"
"K02963",0,0,0,0,0,0,6.3589,4.3211,4.3972,4.8115,5.2398,5.5229,"30S ribosomal protein S18","MULTISPECIES: 30S ribosomal protein S18","30S ribosomal protein S18","rpsR","GO:0006412;GO:0003735;GO:0019843;GO:0005840;GO:1990904","translation;structural constituent of ribosome;rRNA binding;ribosome;ribonucleoprotein complex","small subunit ribosomal protein S18"
"K02965",17.939,16.998,23.021,24.638,30.198,22.45,11.658,11.883,12.092,12.51,8.733,11.046,"30S ribosomal protein S19","MULTISPECIES: 30S ribosomal protein S19","30S ribosomal protein S19","rpsS","GO:0006412;GO:0003735;GO:0019843;GO:0005737;GO:0015935;GO:0003723;GO:0005840","translation;structural constituent of ribosome;rRNA binding;cytoplasm;small ribosomal subunit;RNA binding;ribosome","small subunit ribosomal protein S19"
"K02967",14.351,20.577,10.359,20.696,28.99,20.497,36.034,41.05,39.575,41.379,39.298,37.556,"30S ribosomal protein S2","MULTISPECIES: 30S ribosomal protein S2","30S ribosomal protein S2","rpsB","GO:0006412;GO:0003735;GO:0015935;GO:0005840","translation;structural constituent of ribosome;small ribosomal subunit;ribosome","small subunit ribosomal protein S2"
"K02968",0,6.2625,0,0,0,0,6.3589,6.4816,5.4965,6.7362,7.8597,6.6275,"30S ribosomal protein S20","30S ribosomal protein S20","30S ribosomal protein S20","rpsT","GO:0006412;GO:0003735;GO:0019843;GO:0005840;GO:1990904;GO:0003723","translation;structural constituent of ribosome;rRNA binding;ribosome;ribonucleoprotein complex;RNA binding","small subunit ribosomal protein S20"
"K02982",77.139,80.518,84.027,95.597,118.38,88.822,59.35,58.334,60.461,59.663,52.398,66.275,"30S ribosomal protein S3","MULTISPECIES: 30S ribosomal protein S3","","","GO:0006412;GO:0003723;GO:0003735","translation;RNA binding;structural constituent of ribosome","small subunit ribosomal protein S3"
"K02986",28.703,35.786,20.719,45.335,45.901,40.995,40.273,36.729,38.475,38.492,31.439,37.556,"30S ribosomal protein S4","MAG: 30S ribosomal protein S4","","","GO:0006412;GO:0003735;GO:0019843;GO:0015935;GO:0003723","translation;structural constituent of ribosome;rRNA binding;small ribosomal subunit;RNA binding","small subunit ribosomal protein S4"
"K02988",28.703,26.839,41.438,33.508,47.109,37.091,22.256,22.686,21.986,22.133,21.832,27.614,"30S ribosomal protein S5","30S ribosomal protein S5","30S ribosomal protein S5","rpsE","GO:0006412;GO:0003735;GO:0019843;GO:0015935;GO:0003723;GO:0005840","translation;structural constituent of ribosome;rRNA binding;small ribosomal subunit;RNA binding;ribosome","small subunit ribosomal protein S5"
"K02990",29.6,22.366,28.776,34.494,32.614,23.426,23.316,23.766,23.085,27.907,24.452,29.824,"30S ribosomal protein S6","30S ribosomal protein S6","","","GO:0006412;GO:0003735;GO:0019843;GO:0005840","translation;structural constituent of ribosome;rRNA binding;ribosome","small subunit ribosomal protein S6"
"K02992",69.067,71.571,72.516,82.785,95.426,78.086,75.247,63.736,68.156,65.437,56.764,69.588,"30S ribosomal protein S7","MULTISPECIES: 30S ribosomal protein S7","","","GO:0006412;GO:0003723;GO:0003735;GO:0015935","translation;RNA binding;structural constituent of ribosome;small ribosomal subunit","small subunit ribosomal protein S7"
"K02994",0,0,0,0,0,0,19.077,18.365,16.489,18.284,18.339,19.882,"30S ribosomal protein S8","MULTISPECIES: 30S ribosomal protein S8","30S ribosomal protein S8","rpsH","GO:0006412;GO:0003735;GO:0005840;GO:0019843","translation;structural constituent of ribosome;ribosome;rRNA binding","small subunit ribosomal protein S8"
"K03040",58.303,63.52,63.308,61.103,72.475,53.684,62.53,66.976,62.66,60.625,57.638,67.379,"DNA-directed RNA polymerase subunit alpha","DNA-directed RNA polymerase subunit alpha","DNA-directed RNA polymerase subunit alpha","rpoA","GO:0006351;GO:0003677;GO:0003899;GO:0046983;GO:0000428;GO:0005737","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;protein dimerization activity;DNA-directed RNA polymerase complex;cytoplasm;transcription, DNA-templated","DNA-directed RNA polymerase subunit alpha "
"K03043",50.23,60.836,20.719,47.306,55.564,47.827,108.1,103.71,119.82,122.21,110.04,97.203,"DNA-directed RNA polymerase subunit beta","DNA-directed RNA polymerase subunit beta","","","GO:0006351;GO:0003677;GO:0003899;GO:0032549","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;ribonucleoside binding","DNA-directed RNA polymerase subunit beta "
"K03046",43.952,49.205,18.4172,38.436,37.445,33.1867,163.212,144.755,184.683,172.255,151.951,144.7,"DNA-directed RNA polymerase subunit beta'","DNA-directed RNA polymerase subunit beta';DNA-directed RNA polymerase subunit gamma","DNA-directed RNA polymerase subunit beta';","rpoC2;","GO:0006351;GO:0003677;GO:0003899;GO:0008270;GO:0000428","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;zinc ion binding;DNA-directed RNA polymerase complex;transcription, DNA-templated","DNA-directed RNA polymerase subunit beta' "
"K03070",12.558,10.736,0,0,0,0,51.931,47.532,67.057,41.379,52.398,28.719,"Protein translocase subunit SecA","preprotein translocase subunit SecA","","","GO:0006605;GO:0017038;GO:0005524;GO:0016020;GO:0006886","protein targeting;protein import;ATP binding;membrane;intracellular protein transport","preprotein translocase subunit SecA "
"K03072",9.8666,8.9464,0,4.9277,6.0396,6.8325,10.598,10.803,4.3972,5.7738,6.9864,7.732,"Protein translocase subunit SecD","protein translocase subunit SecD","","","GO:0006886;GO:0055085;GO:0015450;GO:0016020;GO:0022857","intracellular protein transport;transmembrane transport;protein-transporting ATPase activity;membrane;transmembrane transporter activity","preprotein translocase subunit SecD"
"K03076",18.836,16.104,13.813,14.783,8.4554,9.7607,6.3589,9.7224,8.7944,8.6608,5.2398,5.5229,"Protein translocase subunit SecY","preprotein translocase subunit SecY","","","GO:0015031;GO:0016020","protein transport;membrane","preprotein translocase subunit SecY"
"K03086",32.291,36.68,27.625,29.566,25.366,25.378,45.5719,44.2911,45.0712,42.342,41.9184,45.288,"RNA polymerase principal sigma factor HrdA;RNA polymerase sigma factor SigA","MULTISPECIES: RpoD/SigA family RNA polymerase sigma factor;RNA polymerase sigma factor RpoD;RpoD/SigA family RNA polymerase sigma factor",";RNA polymerase sigma factor","","GO:0006352;GO:0006355;GO:0003677;GO:0016987;GO:0003700;GO:2000142","DNA-templated transcription initiation;regulation of DNA-templated transcription;DNA binding;sigma factor activity;DNA-binding transcription factor activity;regulation of DNA-templated transcription initiation;DNA-templated transcription, initiation","RNA polymerase primary sigma factor"
"K03106",15.248,16.104,16.115,20.696,20.535,20.497,21.196,24.846,20.887,31.756,25.326,22.092,"Signal recognition particle protein","signal recognition particle protein","Signal recognition particle protein","ffh","GO:0006614;GO:0003924;GO:0005525;GO:0008312;GO:0048500","SRP-dependent cotranslational protein targeting to membrane;GTPase activity;GTP binding;7S RNA binding;signal recognition particle","signal recognition particle subunit SRP54 "
"K03110",6.2788,5.3678,0,0,0,0,8.4786,14.043,8.7944,11.548,10.48,9.9412,"Signal recognition particle receptor FtsY","signal recognition particle-docking protein FtsY","","","GO:0006614;GO:0005525","SRP-dependent cotranslational protein targeting to membrane;GTP binding","fused signal recognition particle receptor"
"K03111",33.187,30.418,28.7764,32.523,20.5346,27.3296,15.8974,16.204,14.2909,17.3216,15.7194,20.9872,"Single-stranded DNA-binding protein;Thylakoid-associated single-stranded DNA-binding protein","MAG: single-stranded DNA-binding protein;single-stranded DNA-binding protein","","","GO:0006260;GO:0003697","DNA replication;single-stranded DNA binding","single-strand DNA-binding protein"
"K03149",0,0,0,0,0,0,0,0,3.2979,3.8492,2.6199,0,"Thiazole synthase","thiazole synthase","Thiazole synthase","thiG","GO:0009228;GO:0009229;GO:0016783;GO:0005737","thiamine biosynthetic process;thiamine diphosphate biosynthetic process;sulfurtransferase activity;cytoplasm","thiazole synthase "
"K03168",8.0727,6.2625,2.3021,0,0,0,21.196,25.926,26.383,27.907,30.565,23.196,"DNA topoisomerase 1","type I DNA topoisomerase","DNA topoisomerase 1","topA","GO:0006265;GO:0003677;GO:0003917;GO:0046872;GO:0003916","DNA topological change;DNA binding;DNA topoisomerase type I (single strand cut, ATP-independent) activity;metal ion binding;DNA topoisomerase activity","DNA topoisomerase I "
"K03217",16.145,14.314,17.266,18.725,15.703,13.665,6.3589,6.4816,6.5958,5.7738,5.2398,7.732,"Membrane protein insertase YidC","membrane protein insertase YidC","","","GO:0032977;GO:0016020","membrane insertase activity;membrane","YidC/Oxa1 family membrane protein insertase"
"K03287",43.054,33.996,42.589,33.508,21.743,23.426,18.017,24.846,21.986,22.133,23.579,30.928,"hypothetical protein","TolC family protein","","","GO:0055085;GO:0015562","transmembrane transport;efflux transmembrane transporter activity","outer membrane factor, OMF family"
"K03308",0,0,0,0,0,0,0,2.1605,0,3.8492,2.6199,4.4183,"hypothetical protein","sodium-dependent transporter","","","GO:0016020","membrane","neurotransmitter:Na+ symporter, NSS family"
"K03321",0,0,0,0,0,0,4.2393,3.2408,4.3972,2.8869,3.4932,0,"Bicarbonate transporter BicA","SulP family inorganic anion transporter","","","GO:0055085;GO:0016020;GO:0015301","transmembrane transport;membrane;obsolete anion:anion antiporter activity","sulfate permease, SulP family"
"K03386",77.139,76.044,123.16,127.13,154.61,145.43,54.051,56.174,56.064,62.55,52.398,74.007,"Alkyl hydroperoxide reductase C","MULTISPECIES: redoxin domain-containing protein","","","GO:0051920;GO:0016209;GO:0016491","peroxiredoxin activity;antioxidant activity;oxidoreductase activity","peroxiredoxin 2/4 "
"K03403",0,0,0,0,0,0,6.3589,5.4013,5.4965,5.7738,9.6063,0,"Aerobic cobaltochelatase subunit CobN","magnesium chelatase subunit H","Magnesium chelatase","","GO:0006260;GO:0015979;GO:0015995;GO:0005524;GO:0016851;GO:0009058","DNA replication;photosynthesis;chlorophyll biosynthetic process;ATP binding;magnesium chelatase activity;biosynthetic process","magnesium chelatase subunit H "
"K03405",3.5879,6.2625,0,5.9132,0,4.8803,21.196,20.525,27.482,25.02,27.072,17.673,"Magnesium-chelatase 38 kDa subunit","magnesium chelatase ATPase subunit I","","","GO:0015995;GO:0005524;GO:0016851","chlorophyll biosynthetic process;ATP binding;magnesium chelatase activity","magnesium chelatase subunit I "
"K03424",0,0,0,0,0,0,2.1196,2.1605,0,2.8869,3.4932,0,"D-aminoacyl-tRNA deacylase","TatD family deoxyribonuclease","","","GO:0004536;GO:0016788","deoxyribonuclease activity;hydrolase activity, acting on ester bonds","TatD DNase family protein "
"K03465",0,0,0,0,0,0,7.4188,8.6421,8.7944,9.6231,12.226,8.8366,"Thymidylate synthase ThyX","FAD-dependent thymidylate synthase","","","GO:0006231;GO:0050660;GO:0050797","dTMP biosynthetic process;flavin adenine dinucleotide binding;thymidylate synthase (FAD) activity","thymidylate synthase (FAD) "
"K03499",3.5879,4.4732,0,0,0,0,3.1795,3.2408,4.3972,6.7362,4.3665,5.5229,"Ktr system potassium uptake protein A","MULTISPECIES: TrkA family potassium uptake protein","","","GO:0006813;GO:0008324","potassium ion transport;cation transmembrane transporter activity","trk/ktr system potassium uptake protein"
"K03526",0,1.7893,0,0,0,0,28.615,24.846,30.78,24.058,28.819,22.092,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase","","","GO:0016114;GO:0005506;GO:0046429;GO:0008299;GO:0044237","terpenoid biosynthetic process;iron ion binding;4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity;isoprenoid biosynthetic process;cellular metabolic process","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase "
"K03527",0,0,0,0,0,0,4.2393,2.1605,6.5958,2.8869,5.2398,0,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","","","GO:0019288;GO:0050992;GO:0046872;GO:0051745","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;dimethylallyl diphosphate biosynthetic process;metal ion binding;4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity","4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase "
"K03529",8.9697,5.3678,0,0,0,0,6.3589,5.4013,2.1986,3.8492,5.2398,5.5229,"Chromosome partition protein Smc","DUF3084 domain-containing protein","","","","","chromosome segregation protein"
"K03530",52.921,49.205,74.818,57.161,65.228,59.54,20.137,21.605,21.986,17.322,15.719,20.987,"DNA-binding protein HU 1","MULTISPECIES: HU family DNA-binding protein","DNA binding protein HU","hup","GO:0003677;GO:0030527","DNA binding;structural constituent of chromatin","DNA-binding protein HU-beta"
"K03531",74.448,71.571,65.61,70.959,67.643,75.157,52.991,66.976,68.156,57.738,59.384,50.811,"Cell division protein FtsZ","cell division protein FtsZ","","","GO:0003924;GO:0005525","GTPase activity;GTP binding","cell division protein FtsZ"
"K03545",10.764,13.42,0,0,0,0,39.213,41.05,39.575,25.02,32.312,17.673,"Trigger factor","trigger factor","","","GO:0006457;GO:0015031;GO:0003755","protein folding;protein transport;peptidyl-prolyl cis-trans isomerase activity","trigger factor"
"K03553",0,0,0,0,0,0,5.2991,5.4013,2.1986,3.8492,5.2398,4.4183,"Protein RecA","recombinase RecA","","","GO:0006281;GO:0003697;GO:0005524;GO:0140664;GO:0006259;GO:0003677;GO:0008094","DNA repair;single-stranded DNA binding;ATP binding;ATP-dependent DNA damage sensor activity;DNA metabolic process;DNA binding;ATP-dependent activity, acting on DNA","recombination protein RecA"
"K03568",4.4848,4.4732,0,0,0,0,5.2991,4.3211,5.4965,6.7362,7.8597,2.2092,"Metalloprotease TldD","metallopeptidase TldD-related protein","","","GO:0006508;GO:0008237","proteolysis;metallopeptidase activity","TldD protein"
"K03569",56.509,50.995,46.042,48.291,47.109,51.732,38.154,39.97,41.773,35.605,37.552,36.451,"Rod shape-determining protein MreB","rod shape-determining protein MreB","","","GO:0000902","cell morphogenesis","rod shape-determining protein MreB and related proteins"
"K03585",39.467,32.207,40.287,32.523,25.366,34.162,36.034,35.649,29.681,24.058,29.692,30.928,"Multidrug resistance protein MdtA","efflux RND transporter periplasmic adaptor subunit","","","GO:0055085;GO:0022857;GO:0016020","transmembrane transport;transmembrane transporter activity;membrane","membrane fusion protein, multidrug efflux system"
"K03592",6.2788,0,0,0,0,0,5.2991,3.2408,4.3972,2.8869,5.2398,0,"Metalloprotease PmbA","TldD/PmbA family protein","TldD/PmbA family protein","","GO:0006508;GO:0008237","proteolysis;metallopeptidase activity","PmbA protein"
"K03599",14.351,12.525,19.568,15.769,3.6238,7.8086,8.4786,6.4816,7.6951,7.6985,7.8597,8.8366,"Glutathione S-transferase","glutathione S-transferase","Glutathione S-transferase","","GO:0016740;GO:0006749","transferase activity;glutathione metabolic process","stringent starvation protein A"
"K03608",15.248,0,0,0,0,0,4.2393,4.3211,0,5.7738,5.2398,7.732,"Cell division topological specificity factor","MULTISPECIES: cell division topological specificity factor MinE","","","GO:0032955;GO:0051301","regulation of division septum assembly;cell division","cell division topological specificity factor"
"K03609",25.115,21.471,19.568,13.798,12.079,19.521,47.692,49.692,51.667,47.153,48.031,46.392,"Septum site-determining protein MinD","MULTISPECIES: septum site-determining protein MinD","","","GO:0016887","ATP hydrolysis activity","septum site-determining protein MinD"
"K03621",0,0,0,0,0,0,10.598,8.6421,9.8937,11.548,13.973,7.732,"Phosphate acyltransferase","phosphate acyltransferase PlsX","","","GO:0006633;GO:0016747;GO:0003824","fatty acid biosynthetic process;acyltransferase activity, transferring groups other than amino-acyl groups;catalytic activity","phosphate acyltransferase "
"K03625",11.661,8.0518,0,15.769,9.6633,12.689,11.658,9.7224,8.7944,13.472,11.353,15.464,"Transcription antitermination protein NusB","transcription antitermination protein NusB","Transcription antitermination protein NusB","nusB","GO:0006355;GO:0031564;GO:0003723;GO:0006353","regulation of DNA-templated transcription;transcription antitermination;RNA binding;DNA-templated transcription termination;DNA-templated transcription, termination;regulation of transcription, DNA-templated","transcription antitermination protein NusB"
"K03638",0,0,0,0,0,0,5.2991,0,0,3.8492,2.6199,0,"Molybdenum cofactor biosynthesis protein B","MAG: hypothetical protein CM15mP116_07970","","","GO:0006777","Mo-molybdopterin cofactor biosynthetic process","molybdopterin adenylyltransferase "
"K03671",35.8788,22.366,32.229,20.696,15.703,23.426,25.4359,29.1673,23.0855,24.0578,27.9454,24.3009,"Thioredoxin 1","thioredoxin;MULTISPECIES: thioredoxin","Thioredoxin","trxA;","GO:0015035","protein-disulfide reductase activity","thioredoxin 1"
"K03676",0,0,0,0,0,0,0,0,0,3.8492,5.2398,3.3137,"putative glutaredoxin","MULTISPECIES: glutaredoxin 3","","","GO:0045454;GO:0019153;GO:0097573","cell redox homeostasis;protein-disulfide reductase (glutathione) activity;glutathione oxidoreductase activity","glutaredoxin 3"
"K03684",0,0,0,0,0,0,8.4786,7.5619,8.7944,8.6608,6.9864,9.9412,"Ribonuclease D","ribonuclease D","Ribonuclease D","","GO:0090305;GO:0003676;GO:0008408;GO:0006139","nucleic acid phosphodiester bond hydrolysis;nucleic acid binding;3'-5' exonuclease activity;nucleobase-containing compound metabolic process","ribonuclease D "
"K03686",12.558,13.42,13.813,10.841,14.495,12.689,9.5384,11.883,8.7944,14.435,11.353,12.15,"Chaperone protein DnaJ","molecular chaperone DnaJ","","","GO:0006457;GO:0009408;GO:0005524;GO:0031072;GO:0051082","protein folding;response to heat;ATP binding;heat shock protein binding;unfolded protein binding","molecular chaperone DnaJ"
